,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,date,Total_Test_Results,Case_Fatality_Ratio,Cum_Confirmerd,Cum_Deaths,Cum_Recovered,Interpolated_Recovered
20303,Pennsylvania,US,2021-03-28 05:31:16,40.5908,-77.2098,1013488,24960,,,42.0,7916.6448276123365,,,,84000042.0,USA,89831.72068027867,,2021-03-27,11500247.0,2.462781996432124,5596.0,28.0,0.0,859218.0
20361,Pennsylvania,US,2021-03-29 04:31:08,40.5908,-77.2098,1013731,24971,,,42.0,7918.542970158777,,,,84000042.0,USA,89831.72068027867,,2021-03-28,11500247.0,2.46327674698712,243.0,11.0,0.0,859218.0
20419,Pennsylvania,US,2021-03-30 04:31:00,40.5908,-77.2098,1017881,24991,,,42.0,7950.959807886104,,,,84000042.0,USA,89831.72068027867,,2021-03-29,11500247.0,2.455198593941728,4150.0,20.0,0.0,859218.0
20477,Pennsylvania,US,2021-03-31 04:31:15,40.5908,-77.2098,1022992,25029,,,42.0,7990.883291651008,,,,84000042.0,USA,90658.67030505963,,2021-03-30,11606113.0,2.446646699094421,5111.0,38.0,0.0,859218.0
20535,Pennsylvania,US,2021-04-01 04:30:33,40.5908,-77.2098,1027678,25074,,,42.0,8027.486978781188,,,,84000042.0,USA,90980.02661930108,,2021-03-31,11647253.0,2.4398692975815384,4686.0,45.0,0.0,859218.0
20593,Pennsylvania,US,2021-04-02 04:30:39,40.5908,-77.2098,1031542,25111,,,42.0,8057.669788655498,,,,84000042.0,USA,91295.00111271773,,2021-04-01,11687576.0,2.4343167801214105,3864.0,37.0,0.0,859218.0
20651,Pennsylvania,US,2021-04-03 04:30:31,40.5908,-77.2098,1035559,25135,,,42.0,8089.047725318308,,,,84000042.0,USA,91635.50288943383,,2021-04-02,11731167.0,2.4271914975390105,4017.0,24.0,0.0,859218.0
20709,Pennsylvania,US,2021-04-04 04:30:32,40.5908,-77.2098,1040692,25166,,,42.0,8129.1430573796,,,,84000042.0,USA,92038.79959590654,,2021-04-03,11782797.0,2.4181986601223042,5133.0,31.0,0.0,859218.0
20767,Pennsylvania,US,2021-04-05 04:30:40,40.5908,-77.2098,1043524,25173,,,42.0,8151.264619896176,,,,84000042.0,USA,92520.67784154476,,2021-04-04,11844487.0,2.4123067605536623,2832.0,7.0,0.0,859218.0
20825,Pennsylvania,US,2021-04-06 04:30:57,40.5908,-77.2098,1047728,25180,,,42.0,8184.103267078264,,,,84000042.0,USA,92520.67784154476,,2021-04-05,11844487.0,2.4032955118122263,4204.0,7.0,0.0,859218.0
20883,Pennsylvania,US,2021-04-07 04:30:42,40.5908,-77.2098,1052450,25217,,,42.0,8220.98816051162,,,,84000042.0,USA,92977.52872620027,,2021-04-06,11902973.0,2.3960283148843176,4722.0,37.0,0.0,859218.0
20941,Pennsylvania,US,2021-04-08 04:30:30,40.5908,-77.2098,1057126,25269,,,42.0,8257.513734779806,,,,84000042.0,USA,93251.86890880784,,2021-04-07,11938094.0,2.3903489271855958,4676.0,52.0,0.0,859218.0
20999,Pennsylvania,US,2021-04-09 04:30:59,40.5908,-77.2098,1061566,25312,,,42.0,8292.195845504944,,,,84000042.0,USA,93558.57906142557,,2021-04-08,11977359.0,2.3844019118924304,4440.0,43.0,0.0,859218.0
21057,Pennsylvania,US,2021-04-10 04:30:47,40.5908,-77.2098,1066707,25358,,,42.0,8332.35366785583,,,,84000042.0,USA,93965.89076900472,,2021-04-09,12029503.0,2.3772226112700108,5141.0,46.0,0.0,859218.0
21115,Pennsylvania,US,2021-04-11 04:30:51,40.5908,-77.2098,1070730,25390,,,42.0,8363.778472235837,,,,84000042.0,USA,94461.18099304725,,2021-04-10,12092910.0,2.3712794075070285,4023.0,32.0,0.0,859218.0
21173,Pennsylvania,US,2021-04-12 04:30:34,40.5908,-77.2098,1073924,25393,,,42.0,8388.727720356579,,,,84000042.0,USA,94896.10559734117,,2021-04-11,12148589.0,2.364506240665075,3194.0,3.0,0.0,859218.0
21231,Pennsylvania,US,2021-04-13 04:30:56,40.5908,-77.2098,1077936,25397,,,42.0,8420.066600588392,,,,84000042.0,USA,94896.10559734117,,2021-04-12,12148589.0,2.3560767986225533,4012.0,4.0,0.0,859218.0
21289,Pennsylvania,US,2021-04-14 04:30:32,40.5908,-77.2098,1083953,25451,,,42.0,8467.067109649915,,,,84000042.0,USA,95393.30177521633,,2021-04-13,12212240.0,2.347980032344576,6017.0,54.0,0.0,859218.0
21347,Pennsylvania,US,2021-04-15 04:30:32,40.5908,-77.2098,1090228,25502,,,42.0,8516.08293055087,,,,84000042.0,USA,95726.35158489824,,2021-04-14,12254877.0,2.3391437387408867,6275.0,51.0,0.0,859218.0
21405,Pennsylvania,US,2021-04-16 04:31:03,40.5908,-77.2098,1095321,25546,,,42.0,8555.865811164187,,,,84000042.0,USA,96076.75807251512,,2021-04-15,12299736.0,2.332284325782122,5093.0,44.0,0.0,859218.0
21463,Pennsylvania,US,2021-04-17 04:31:07,40.5908,-77.2098,1100857,25613,,,42.0,8599.109091563818,,,,84000042.0,USA,96490.20163976082,,2021-04-16,12352665.0,2.326641879917192,5536.0,67.0,0.0,859218.0
21521,Pennsylvania,US,2021-04-18 04:30:57,40.5908,-77.2098,1105061,25644,,,42.0,8631.947738745908,,,,84000042.0,USA,96985.60122181014,,2021-04-17,12416086.0,2.3205958766077166,4204.0,31.0,0.0,859218.0
21579,Pennsylvania,US,2021-04-19 04:30:30,40.5908,-77.2098,1107673,25665,,,42.0,8652.350818298626,,,,84000042.0,USA,97409.13697082539,,2021-04-18,12470307.0,2.31701955360472,2612.0,21.0,0.0,859218.0
21637,Pennsylvania,US,2021-04-20 04:30:55,40.5908,-77.2098,1110675,25673,,,42.0,8675.80029946909,,,,84000042.0,USA,97409.13697082539,,2021-04-19,12470307.0,2.3114772548225178,3002.0,8.0,0.0,859218.0
21695,Pennsylvania,US,2021-04-21 04:30:46,40.5908,-77.2098,1116044,25749,,,42.0,8717.73909507343,,,,84000042.0,USA,97934.7818530386,,2021-04-20,12537600.0,2.3071671009386727,5369.0,76.0,0.0,859218.0
21753,Pennsylvania,US,2021-04-22 04:30:30,40.5908,-77.2098,1120581,25819,,,42.0,8753.178900559906,,,,84000042.0,USA,98179.28292236463,,2021-04-21,12568901.0,2.3040726194715058,4537.0,70.0,0.0,859218.0
21811,Pennsylvania,US,2021-04-23 04:30:31,40.5908,-77.2098,1124659,25869,,,42.0,8785.033325680877,,,,84000042.0,USA,98556.12280248015,,2021-04-22,12617144.0,2.300163871893614,4078.0,50.0,0.0,859218.0
21869,Pennsylvania,US,2021-04-24 04:30:47,40.5908,-77.2098,1128688,25927,,,42.0,8816.50499777808,,,,84000042.0,USA,99005.43579595326,,2021-04-23,12674665.0,2.2970918446904727,4029.0,58.0,0.0,859218.0
21927,Pennsylvania,US,2021-04-25 04:30:46,40.5908,-77.2098,1132248,25963,,,42.0,8844.313176647784,,,,84000042.0,USA,99493.2818642478,,2021-04-24,12737119.0,2.2930488726851355,3560.0,36.0,0.0,859218.0
21985,Pennsylvania,US,2021-04-26 04:30:31,40.5908,-77.2098,1134742,25967,,,42.0,8863.794524428977,,,,84000042.0,USA,99899.64059491068,,2021-04-25,12789141.0,2.288361583514138,2494.0,4.0,0.0,859218.0
22043,Pennsylvania,US,2021-04-27 04:30:56,40.5908,-77.2098,1137602,25976,,,42.0,8886.134802959135,,,,84000042.0,USA,99899.64059491068,,2021-04-26,12789141.0,2.283399642405692,2860.0,9.0,0.0,859218.0
22101,Pennsylvania,US,2021-04-28 04:30:34,40.5908,-77.2098,1141240,26048,,,42.0,8914.552262152389,,,,84000042.0,USA,100367.68505268986,,2021-04-27,12849060.0,2.282429637937682,3638.0,72.0,0.0,859218.0
22159,Pennsylvania,US,2021-04-29 04:30:35,40.5908,-77.2098,1144777,26112,,,42.0,8942.180781439509,,,,84000042.0,USA,100669.52877400538,,2021-04-28,12887702.0,2.280968258446842,3537.0,64.0,0.0,859218.0
22217,Pennsylvania,US,2021-04-30 04:30:59,40.5908,-77.2098,1148121,26160,,,42.0,8968.301722490154,,,,84000042.0,USA,100996.31393215539,,2021-04-29,12929537.0,2.278505488533003,3344.0,48.0,0.0,859218.0
22275,Pennsylvania,US,2021-05-01 04:30:31,40.5908,-77.2098,1152536,26192,,,42.0,9002.788551060308,,,,84000042.0,USA,101414.60830813088,,2021-04-30,12983087.0,2.2725537423559867,4415.0,32.0,0.0,859218.0
22333,Pennsylvania,US,2021-05-02 04:30:59,40.5908,-77.2098,1155140,26219,,,42.0,9023.12914032343,,,,84000042.0,USA,101856.92238916935,,2021-05-01,13039712.0,2.269768166629153,2604.0,27.0,0.0,859218.0
22391,Pennsylvania,US,2021-05-03 04:30:41,40.5908,-77.2098,1157285,26237,,,42.0,9039.884349221049,,,,84000042.0,USA,102229.6457214578,,2021-05-02,13087428.0,2.267116570248469,2145.0,18.0,0.0,859218.0
22449,Pennsylvania,US,2021-05-04 04:30:32,40.5908,-77.2098,1159816,26249,,,42.0,9059.654714591616,,,,84000042.0,USA,102229.6457214578,,2021-05-03,13087428.0,2.2632038185367334,2531.0,12.0,0.0,859218.0
22507,Pennsylvania,US,2021-05-05 04:30:45,40.5908,-77.2098,1162457,26299,,,42.0,9080.284321444113,,,,84000042.0,USA,102672.54564896127,,2021-05-04,13144128.0,2.262363253006348,2641.0,50.0,0.0,859218.0
22565,Pennsylvania,US,2021-05-06 04:30:57,40.5908,-77.2098,1164827,26349,,,42.0,9098.797069736584,,,,84000042.0,USA,102952.21312875679,,2021-05-05,13179931.0,2.2620526481614864,2370.0,50.0,0.0,859218.0
22623,Pennsylvania,US,2021-05-07 04:30:42,40.5908,-77.2098,1168100,26410,,,42.0,9124.363409467076,,,,84000042.0,USA,103217.06259863212,,2021-05-06,13213837.0,2.260936563650372,3273.0,61.0,0.0,859218.0
22681,Pennsylvania,US,2021-05-08 04:30:57,40.5908,-77.2098,1170729,26453,,,42.0,9144.899280885182,,,,84000042.0,USA,103682.69336897573,,2021-05-07,13273447.0,2.2595323085017966,2629.0,43.0,0.0,859218.0
22739,Pennsylvania,US,2021-05-09 04:31:08,40.5908,-77.2098,1173009,26484,,,42.0,9162.709013419711,,,,84000042.0,USA,104132.18602203144,,2021-05-08,13330991.0,2.257783188364284,2280.0,31.0,0.0,859218.0
22797,Pennsylvania,US,2021-05-10 04:30:58,40.5908,-77.2098,1174067,26493,,,42.0,9170.97335421863,,,,84000042.0,USA,104449.24612886326,,2021-05-09,13371581.0,2.2565151733248614,1058.0,9.0,0.0,859218.0
22855,Pennsylvania,US,2021-05-11 04:31:00,40.5908,-77.2098,1175850,26526,,,42.0,9184.90087751208,,,,84000042.0,USA,104449.24612886326,,2021-05-10,13371581.0,2.255899987243271,1783.0,33.0,0.0,859218.0
22913,Pennsylvania,US,2021-05-12 04:31:06,40.5908,-77.2098,1178083,26574,,,42.0,9202.343479595242,,,,84000042.0,USA,104807.07333836953,,2021-05-11,13417390.0,2.2556984524859454,2233.0,48.0,0.0,859218.0
22971,Pennsylvania,US,2021-05-13 04:31:15,40.5908,-77.2098,1180020,26609,,,42.0,9217.473940963393,,,,84000042.0,USA,105060.36991595603,,2021-05-12,13449817.0,2.2549617803088085,1937.0,35.0,0.0,859218.0
