,State,Number_feature,Time_Step,number_layers,number_hiddinen_nodes,MAE,RMSE,R2_Score
159,Maharashtra,2,7,2,32,0.054506585001945496,0.07014249076770902,0.46889558618264016
160,Maharashtra,3,5,1,1,1.0338959693908691,1.039590400309932,-90.53080626419681
161,Maharashtra,3,5,1,5,0.21467284858226776,0.2232833947758743,-3.2223632694579063
162,Maharashtra,3,5,1,8,0.4439462423324585,0.44944971200995515,-16.10822506208343
163,Maharashtra,3,5,1,16,0.17889393866062164,0.19800517754937857,-2.3204416759080617
164,Maharashtra,3,5,1,32,0.029713058844208717,0.03965548502012879,0.8668168562452139
165,Maharashtra,3,5,2,1,0.7695319056510925,0.7771657998829207,-50.15287770189131
166,Maharashtra,3,5,2,5,0.5978891253471375,0.6074073519917766,-30.246603695280562
167,Maharashtra,3,5,2,8,0.6021437048912048,0.609612003112001,-30.473841411914798
168,Maharashtra,3,5,2,16,0.1501469612121582,0.17076110226274346,-1.4695660343856995
169,Maharashtra,3,5,2,32,0.04508746415376663,0.059319882393082425,0.7019814455688429
170,Maharashtra,3,7,1,1,0.7647664546966553,0.7720470838963176,-63.34356071238763
171,Maharashtra,3,7,1,5,0.2877405285835266,0.2989495224047526,-8.64746646027987
172,Maharashtra,3,7,1,8,0.37516340613365173,0.38484740961389285,-14.988018867519555
173,Maharashtra,3,7,1,16,0.15054713189601898,0.16295871226412084,-1.8666372376905405
174,Maharashtra,3,7,1,32,0.04910775646567345,0.05775097492198083,0.6399720671549556
175,Maharashtra,3,7,2,1,0.6563282608985901,0.663347959365173,-46.50073412118997
176,Maharashtra,3,7,2,5,0.6840311288833618,0.6906287137100001,-50.488088614148644
177,Maharashtra,3,7,2,8,0.44922906160354614,0.45785555718434073,-21.62947908901349
178,Maharashtra,3,7,2,16,0.2792273759841919,0.29372799719929793,-8.313399745603036
179,Maharashtra,3,7,2,32,0.0619925819337368,0.07408493300813614,0.4075150388345268
180,Maharashtra,4,5,1,1,0.8679238557815552,0.8746995410042703,-63.79784153644496
181,Maharashtra,4,5,1,5,0.6394612789154053,0.6480491578359101,-34.56793671417136
182,Maharashtra,4,5,1,8,0.4764653742313385,0.4859335650809082,-18.998458632066818
183,Maharashtra,4,5,1,16,0.10053855925798416,0.11537340231297577,-0.12733791928739846
184,Maharashtra,4,5,1,32,0.05026596412062645,0.05597937938207065,0.7346012528939055
185,Maharashtra,4,5,2,1,0.9067452549934387,0.9132329975365606,-69.63272074901435
186,Maharashtra,4,5,2,5,0.6423620581626892,0.649972087921048,-34.779324003938825
187,Maharashtra,4,5,2,8,0.48984071612358093,0.49982449312311744,-20.158155183184437
188,Maharashtra,4,5,2,16,0.18453076481819153,0.19563037753712073,-2.241270859724347
189,Maharashtra,4,5,2,32,0.08202113956212997,0.09436399346709878,0.24585409871488972
190,Maharashtra,4,7,1,1,0.5631958246231079,0.5684669366631162,-33.88413549619891
191,Maharashtra,4,7,1,5,0.4720016121864319,0.4800076016181791,-23.872174634362413
192,Maharashtra,4,7,1,8,0.11972163617610931,0.12813254281845912,-0.7722966204869863
193,Maharashtra,4,7,1,16,0.08135651797056198,0.08818228066904164,0.16057837986876533
194,Maharashtra,4,7,1,32,0.08121749013662338,0.08626373098788856,0.19670692729624972
195,Maharashtra,4,7,2,1,0.7889385223388672,0.7956669570276151,-67.3408241911178
196,Maharashtra,4,7,2,5,0.7849813103675842,0.7908597439361197,-66.51752039017295
197,Maharashtra,4,7,2,8,0.2721506357192993,0.2813794447455871,-7.5467751063177
198,Maharashtra,4,7,2,16,0.13972368836402893,0.15470016865919903,-1.5834445972728033
199,Maharashtra,4,7,2,32,0.14130021631717682,0.15362866488943616,-1.5477806292550285
200,Maharashtra,5,5,1,1,0.8845594525337219,0.8912087585302196,-66.26692923513143
