,State,Number_feature,Time_Step,number_layers,number_hiddinen_nodes,MAE,RMSE,R2_Score
1928,Tamil-Nadu,3,30,1,8,0.21027782559394836,0.22077362656170976,-0.42851936596327667
1929,Tamil-Nadu,3,30,1,16,0.2848869860172272,0.29391663116746525,-1.5318625844579112
1930,Tamil-Nadu,3,30,1,32,0.2136385589838028,0.22197709320373324,-0.4441360486842143
1931,Tamil-Nadu,3,30,1,64,0.16122129559516907,0.17139601070940008,0.1390196752013969
1932,Tamil-Nadu,3,30,2,1,0.435624361038208,0.4700834540327693,-5.476520318507956
1933,Tamil-Nadu,3,30,2,5,0.4116174876689911,0.4478446677101852,-4.87823049263413
1934,Tamil-Nadu,3,30,2,8,0.4221455752849579,0.4572126566496711,-5.126723012249681
1935,Tamil-Nadu,3,30,2,16,0.15859933197498322,0.1740441747740702,0.11220890917398196
1936,Tamil-Nadu,3,30,2,32,0.29242491722106934,0.31969358382490964,-1.995433129145776
1937,Tamil-Nadu,3,30,2,64,0.18745502829551697,0.1975536415584415,-0.1438309423511599
1938,Tamil-Nadu,3,30,3,1,0.4540964663028717,0.4901405791871485,-6.040980389473149
1939,Tamil-Nadu,3,30,3,5,0.4600575268268585,0.4954673085933087,-6.194851029781586
1940,Tamil-Nadu,3,30,3,8,0.4560627341270447,0.49164439315236885,-6.08425121196618
1941,Tamil-Nadu,3,30,3,16,0.44578203558921814,0.481559616045575,-5.796602776835399
1942,Tamil-Nadu,3,30,3,32,0.42721495032310486,0.4617697427801152,-5.249462894135628
1943,Tamil-Nadu,3,30,3,64,0.44599786400794983,0.48139944109486055,-5.792082386174651
1944,Tamil-Nadu,4,5,1,1,0.40683409571647644,0.47081859644329677,-3.102525691461522
1945,Tamil-Nadu,4,5,1,5,0.26188984513282776,0.3018208903830804,-0.6859422038184673
1946,Tamil-Nadu,4,5,1,8,0.09966599196195602,0.13384953406093938,0.668428018839125
1947,Tamil-Nadu,4,5,1,16,0.08983804285526276,0.10708726005630845,0.7877636777789406
1948,Tamil-Nadu,4,5,1,32,0.14345425367355347,0.17162252978410777,0.4548792570297049
1949,Tamil-Nadu,4,5,1,64,0.13668027520179749,0.15576625685822448,0.5509539500443661
1950,Tamil-Nadu,4,5,2,1,0.4024403691291809,0.46526663641930666,-3.0063407446618777
1951,Tamil-Nadu,4,5,2,5,0.3980548083782196,0.46122706741348535,-2.9370745490510966
1952,Tamil-Nadu,4,5,2,8,0.3780481517314911,0.43934282402094565,-2.572326595350956
1953,Tamil-Nadu,4,5,2,16,0.3770533502101898,0.4395409051327616,-2.5755486185377685
1954,Tamil-Nadu,4,5,2,32,0.38116055727005005,0.4437272482398798,-2.6439824950240802
1955,Tamil-Nadu,4,5,2,64,0.3697472810745239,0.43262440350372094,-2.4639065148009234
1956,Tamil-Nadu,4,5,3,1,0.39445772767066956,0.45782924335054515,-2.8792801982020046
1957,Tamil-Nadu,4,5,3,5,0.40121346712112427,0.46382271001301173,-2.981512538807442
1958,Tamil-Nadu,4,5,3,8,0.3950085937976837,0.4585955007282483,-2.8922762834628437
1959,Tamil-Nadu,4,5,3,16,0.3932386636734009,0.456269975120453,-2.852901367959321
1960,Tamil-Nadu,4,5,3,32,0.3978573679924011,0.4608392772440693,-2.930457239599609
1961,Tamil-Nadu,4,5,3,64,0.39577051997184753,0.45860138193047884,-2.892375924202298
1962,Tamil-Nadu,4,7,1,1,0.34619247913360596,0.4044201243780918,-2.079546486778667
1963,Tamil-Nadu,4,7,1,5,0.10077264904975891,0.12964666022277574,0.6835216719557935
1964,Tamil-Nadu,4,7,1,8,0.22808891534805298,0.26346332638397324,-0.30695792197839866
1965,Tamil-Nadu,4,7,1,16,0.1332971155643463,0.1598346260408928,0.5189800956914843
1966,Tamil-Nadu,4,7,1,32,0.11014676839113235,0.1279630471916271,0.691687960858042
1967,Tamil-Nadu,4,7,1,64,0.1388838291168213,0.16319011741396053,0.4985714673488222
1968,Tamil-Nadu,4,7,2,1,0.407351016998291,0.46822057071839207,-3.1278340347682274
1969,Tamil-Nadu,4,7,2,5,0.3976101875305176,0.4598809595896148,-2.9820996380940406
1970,Tamil-Nadu,4,7,2,8,0.39417511224746704,0.4565107854423477,-2.923948916426323
1971,Tamil-Nadu,4,7,2,16,0.3594413995742798,0.4202717410323785,-2.3256891767929515
1972,Tamil-Nadu,4,7,2,32,0.36161983013153076,0.4196778763997724,-2.3162971911997436
