,State,Number_feature,Time_Step,number_layers,MAE,RMSE,R2_Score
224,Tamil-Nadu,5,5,1,0.1716354489326477,0.19225549115473028,0.31592836151063564
225,Tamil-Nadu,5,5,2,0.14267350733280182,0.1689487137204061,0.47173254311737894
226,Tamil-Nadu,5,7,1,0.10674574226140976,0.12959204659677442,0.6837882478499275
227,Tamil-Nadu,5,7,2,0.11125657707452774,0.13495388564637112,0.6570806299733005
228,Tamil-Nadu,5,15,1,0.0897664874792099,0.11500149973378615,0.726072036095057
229,Tamil-Nadu,5,15,2,0.14224325120449066,0.166968589364613,0.4225705489961313
230,Tamil-Nadu,5,30,1,0.1898481547832489,0.2288172841914779,-0.5345089114691679
231,Tamil-Nadu,5,30,2,0.1446840465068817,0.17014432465104834,0.15154915562213744
232,Tamil-Nadu,6,5,1,0.08720144629478455,0.12257236616101737,0.7219459481187316
233,Tamil-Nadu,6,5,2,0.11369213461875916,0.13476695875530628,0.66386714383916
234,Tamil-Nadu,6,7,1,0.11847498267889026,0.14644494479691078,0.5961965775178502
235,Tamil-Nadu,6,7,2,0.13810159265995026,0.16475318097493682,0.4889199949515778
236,Tamil-Nadu,6,15,1,0.13594241440296173,0.1708603571291004,0.3953389582543225
237,Tamil-Nadu,6,15,2,0.14119777083396912,0.164905110008083,0.43675467898326825
238,Tamil-Nadu,6,30,1,0.2453601509332657,0.26407458317214644,-1.0438309686449467
239,Tamil-Nadu,6,30,2,0.1538621038198471,0.18751174174737106,-0.03050174129640082
0,Karnataka,1,5,1,0.13056151568889618,0.15062300575883103,0.5856362638506223
1,Karnataka,1,5,2,0.07383740693330765,0.0827035066340679,0.8750757052560416
2,Karnataka,1,7,1,0.1361490935087204,0.15417303475446037,0.5488053514876172
3,Karnataka,1,7,2,0.09510330855846405,0.10172296190843987,0.803580276229656
4,Karnataka,2,5,1,0.14677952229976654,0.1677573947985678,0.4860008577416107
5,Karnataka,2,5,2,0.16763485968112946,0.1878513084881089,0.3554931680347666
6,Karnataka,2,7,1,0.12896311283111572,0.14973146720673347,0.5744278082254632
7,Karnataka,2,7,2,0.17275744676589966,0.1924270056297261,0.297123369969017
8,Karnataka,3,5,1,0.1711203157901764,0.1887482478679402,0.34932388408084414
9,Karnataka,3,5,2,0.15704715251922607,0.175839377435161,0.4352823388850072
10,Karnataka,3,7,1,0.20079398155212402,0.21930239107528351,0.08707764995831135
11,Karnataka,3,7,2,0.1824445128440857,0.19774665348269227,0.2577240407604122
12,Karnataka,4,5,1,0.11628782004117966,0.143166263089825,0.6256477773288868
13,Karnataka,4,5,2,0.18564172089099884,0.20237385809342362,0.2519891582383236
14,Karnataka,4,7,1,0.12184272706508636,0.1433544838925894,0.6099056574226989
15,Karnataka,4,7,2,0.1444932520389557,0.16027709425887987,0.5123704708356929
16,Karnataka,5,5,1,0.15665259957313538,0.18275491345449998,0.3899896918727521
17,Karnataka,5,5,2,0.18890687823295593,0.21058260237667942,0.19007654903543858
18,Karnataka,5,7,1,0.1541460156440735,0.18080041224967536,0.37949411781449627
19,Karnataka,5,7,2,0.1508595198392868,0.16890107937396487,0.45848330845469176
20,Karnataka,6,5,1,0.15157809853553772,0.16984619998656325,0.47312125769596525
21,Karnataka,6,5,2,0.12387055903673172,0.1447729203783775,0.6171984361329501
22,Karnataka,6,7,1,0.16059055924415588,0.17912300214498508,0.3909544379484481
23,Karnataka,6,7,2,0.1869155615568161,0.19839096124348204,0.2528792226846085
