,State,Number_feature,Time_Step,number_layers,kernel_size,MAE,RMSE,R2_Score
42,Karnataka,2,7,3,3,0.32801082730293274,0.33251642794288283,-8.28934510169059
43,Karnataka,2,7,3,4,0.04860367253422737,0.05416838095127071,0.7534808743579602
44,Karnataka,2,7,4,1,0.4335864782333374,0.43744558609041384,-15.077072694987745
45,Karnataka,2,7,4,2,0.3109235167503357,0.31608697300357613,-7.394060410648169
46,Karnataka,2,7,4,3,0.44315969944000244,0.4481489462685915,-15.873440032503733
47,Karnataka,2,7,4,4,0.3796900510787964,0.3884700270189812,-11.678676079905571
48,Karnataka,3,5,2,1,0.22253060340881348,0.22528869896039336,-1.7099291262042966
49,Karnataka,3,5,2,2,0.31304702162742615,0.3193191967230397,-4.44413888610938
50,Karnataka,3,5,2,3,0.27743440866470337,0.2828081336132215,-3.2703443721426826
51,Karnataka,3,5,2,4,0.17356881499290466,0.17668728975904902,-0.6668237341329148
52,Karnataka,3,5,3,1,0.46193990111351013,0.4711209891875508,-10.850699981644333
53,Karnataka,3,5,3,2,0.27796563506126404,0.2829760726495198,-3.2754173949155216
54,Karnataka,3,5,3,3,0.3201988637447357,0.33045830360657447,-4.830589132521847
55,Karnataka,3,5,3,4,0.2583793103694916,0.2640877728528926,-2.7237084826638283
56,Karnataka,3,5,4,1,0.28076085448265076,0.28664455285322227,-3.3869880206220015
57,Karnataka,3,5,4,2,0.27321377396583557,0.2819752745940458,-3.245229052706783
58,Karnataka,3,5,4,3,0.4711495041847229,0.48261363739474045,-11.43593143744888
59,Karnataka,3,5,4,4,0.357840359210968,0.3636151696728962,-6.059323330680037
60,Karnataka,3,7,2,1,0.18186627328395844,0.1831221000747731,-1.8173474703880368
61,Karnataka,3,7,2,2,0.3774206340312958,0.38195469173017216,-11.2569562314368
62,Karnataka,3,7,2,3,0.296943336725235,0.3030069539189638,-6.7137240041082675
63,Karnataka,3,7,2,4,0.11351383477449417,0.11456522789515342,-0.10271815122848893
64,Karnataka,3,7,3,1,0.28817832469940186,0.29031456600640776,-6.081031196841064
65,Karnataka,3,7,3,2,1.0627976655960083,1.0777973838270398,-96.59625581154657
66,Karnataka,3,7,3,3,0.27187901735305786,0.27504647848357167,-5.355812532737355
67,Karnataka,3,7,3,4,0.2055136263370514,0.20766567693916363,-2.62316695316125
68,Karnataka,3,7,4,1,0.1945815235376358,0.1949394191422433,-2.1927008175536744
69,Karnataka,3,7,4,2,0.27983081340789795,0.28305549720058104,-5.731348167698876
70,Karnataka,3,7,4,3,0.43982812762260437,0.4489013213787656,-15.930144381313166
71,Karnataka,3,7,4,4,0.33994850516319275,0.34402724486473024,-8.943621154753405
72,Karnataka,4,5,2,1,0.23266343772411346,0.2611174151632432,-2.64041376154308
73,Karnataka,4,5,2,2,0.312418133020401,0.32625141430325355,-4.683081504791225
74,Karnataka,4,5,2,3,0.16808059811592102,0.19782763390103125,-1.0895512488289008
75,Karnataka,4,5,2,4,0.3062038719654083,0.35136953992411324,-5.591850135518111
76,Karnataka,4,5,3,1,0.26534298062324524,0.27663737323425924,-3.086023028654056
77,Karnataka,4,5,3,2,0.07822151482105255,0.09625452168792215,0.5053233697818558
78,Karnataka,4,5,3,3,0.36012670397758484,0.3753844912660022,-6.523704220858071
79,Karnataka,4,5,3,4,0.24966652691364288,0.2652639993295459,-2.7569526528818353
80,Karnataka,4,5,4,1,0.26439568400382996,0.2774534545774458,-3.1101660387258647
81,Karnataka,4,5,4,2,0.5579978227615356,0.5755245645899811,-16.685070818555534
82,Karnataka,4,5,4,3,0.21138931810855865,0.22887566723458053,-1.7969090531518361
83,Karnataka,4,5,4,4,0.2447350174188614,0.27046102676956507,-2.905606176749906
84,Karnataka,4,7,2,1,0.21593418717384338,0.23407013456679637,-3.6031050469193326
85,Karnataka,4,7,2,2,0.2346099317073822,0.2701410637465345,-5.131124126660572
86,Karnataka,4,7,2,3,0.2864154577255249,0.31570961875439035,-7.374030096049017
87,Karnataka,4,7,2,4,0.14053025841712952,0.1813613323586866,-1.763428879743624
88,Karnataka,4,7,3,1,0.40877145528793335,0.4193140821087327,-13.771947979817933
89,Karnataka,4,7,3,2,0.2483857274055481,0.26849267416999373,-5.056528287262642
90,Karnataka,4,7,3,3,0.5537741780281067,0.5749316040078446,-26.770980770791024
91,Karnataka,4,7,3,4,0.24326379597187042,0.283642749914379,-5.759308719170387
92,Karnataka,4,7,4,1,0.451301634311676,0.4664092749109372,-17.276509161306
93,Karnataka,4,7,4,2,0.36061370372772217,0.3719020473036659,-10.620265371175101
94,Karnataka,4,7,4,3,0.42188113927841187,0.4388283930134715,-15.178874295750106
95,Karnataka,4,7,4,4,0.6069166660308838,0.6209589494015594,-31.395500546907236
96,Karnataka,5,5,2,1,0.16819612681865692,0.18463126694858772,-0.8200760685011108
97,Karnataka,5,5,2,2,0.18715757131576538,0.21072181518341582,-1.3708171176778232
98,Karnataka,5,5,2,3,0.22922773659229279,0.2533569556493343,-2.427242021422997
99,Karnataka,5,5,2,4,0.12496158480644226,0.15612658156349038,-0.30146590683715724
100,Karnataka,5,5,3,1,0.40760934352874756,0.42966296386023395,-8.856777126764111
101,Karnataka,5,5,3,2,0.287803590297699,0.31509742125340023,-4.301133999198822
102,Karnataka,5,5,3,3,0.2057170271873474,0.2299678904339391,-1.8236670049951784
103,Karnataka,5,5,3,4,0.2899661660194397,0.3193927329416409,-4.4466460030909305
104,Karnataka,5,5,4,1,0.27617722749710083,0.3062231416991728,-4.006740662314631
105,Karnataka,5,5,4,2,0.1983749121427536,0.22438236042531154,-1.6881685464045368
106,Karnataka,5,5,4,3,0.3706310987472534,0.39715669501995043,-7.421759857353008
107,Karnataka,5,5,4,4,0.2677106261253357,0.3048902106258087,-3.9632490686729813
108,Karnataka,5,7,2,1,0.18362638354301453,0.2182750825823037,-3.0028303539974432
109,Karnataka,5,7,2,2,0.2503522038459778,0.30603550775994554,-6.868691495346441
110,Karnataka,5,7,2,3,0.12324340641498566,0.16075633022716723,-1.1711759825538333
111,Karnataka,5,7,2,4,0.33751562237739563,0.38723941393371586,-11.59847599223924
112,Karnataka,5,7,3,1,0.07845927774906158,0.09680456227188317,0.21268129507510547
113,Karnataka,5,7,3,2,0.35392332077026367,0.3696704271748426,-10.481227344104735
114,Karnataka,5,7,3,3,0.2541750371456146,0.2902889267186336,-6.079780783575425
115,Karnataka,5,7,3,4,0.2663566470146179,0.3112536610537389,-7.13931440613443
116,Karnataka,5,7,4,1,0.27580973505973816,0.3027418443312106,-6.700231757961748
117,Karnataka,5,7,4,2,0.34169822931289673,0.36090731473926363,-9.943349132935168
118,Karnataka,5,7,4,3,0.20828817784786224,0.2412560223904921,-3.8900713703385073
119,Karnataka,5,7,4,4,0.33082008361816406,0.37686565352786244,-10.932516318281198
120,Karnataka,6,5,2,1,0.3700438439846039,0.39677540663392546,-7.4055976287627665
121,Karnataka,6,5,2,2,0.1589609831571579,0.2076230318353968,-1.301601540359262
122,Karnataka,6,5,2,3,0.3080594837665558,0.3346778629956454,-4.980438871425698
123,Karnataka,6,5,2,4,0.42992153763771057,0.4748069759990065,-11.036862189932686
124,Karnataka,6,5,3,1,0.1990756392478943,0.21463888978419876,-1.4597781146366535
125,Karnataka,6,5,3,2,0.34437790513038635,0.3671111169462406,-6.195718222483212
126,Karnataka,6,5,3,3,0.4430887997150421,0.4760990860142034,-11.102464335638116
127,Karnataka,6,5,3,4,0.2993620038032532,0.33348369435707975,-4.937837050264882
128,Karnataka,6,5,4,1,0.39879000186920166,0.42994694246597254,-8.869810719257325
129,Karnataka,6,5,4,2,0.523202121257782,0.5428380740328322,-14.733296417496065
130,Karnataka,6,5,4,3,0.40988367795944214,0.4363367931901733,-9.16535913160761
131,Karnataka,6,5,4,4,0.30449962615966797,0.3289471498915298,-4.777385024340968
132,Karnataka,6,7,2,1,0.1775149255990982,0.2035666487829977,-2.4815464414163495
133,Karnataka,6,7,2,2,0.38587886095046997,0.41178085466782643,-13.245944296375457
134,Karnataka,6,7,2,3,0.19666264951229095,0.22876127195727458,-3.3966701384658275
135,Karnataka,6,7,2,4,0.2925713062286377,0.34616496599862023,-9.067581097759799
136,Karnataka,6,7,3,1,0.6603718400001526,0.6760746754335224,-37.40150570044419
137,Karnataka,6,7,3,2,0.46640878915786743,0.5024917621791345,-20.213718567672576
138,Karnataka,6,7,3,3,0.331677109003067,0.3715455767962062,-10.598000186289692
139,Karnataka,6,7,3,4,0.42095035314559937,0.4688048648515085,-17.464736881397982
140,Karnataka,6,7,4,1,0.3173663020133972,0.33975334718948724,-8.698094131614143
141,Karnataka,6,7,4,2,0.33041107654571533,0.3638496054774729,-10.122508062266904
142,Karnataka,6,7,4,3,0.3436596989631653,0.37347242040444867,-10.718605706725707
143,Karnataka,6,7,4,4,0.38491690158843994,0.41675551977089187,-13.59222800661756
144,Maharashtra,1,5,2,1,0.0331340990960598,0.03710271279864622,0.8834119383574452
145,Maharashtra,1,5,2,2,0.1472260057926178,0.15005679669558453,-0.9070148308912589
146,Maharashtra,1,5,2,3,0.05948040261864662,0.06523806353094666,0.6395501347108583
