,State,Number_feature,Time_Step,number_layers,kernel_size,MAE,RMSE,R2_Score
750,Uttar-Pradesh,4,15,3,3,0.41126734018325806,0.42764181938535634,-4.295165947028626
751,Uttar-Pradesh,4,15,3,4,0.24371668696403503,0.2525797599458743,-0.8472101279273045
752,Uttar-Pradesh,4,15,4,1,0.44172218441963196,0.4572453771579624,-5.053657898398443
753,Uttar-Pradesh,4,15,4,2,0.40423262119293213,0.4163343077558614,-4.01884316076945
754,Uttar-Pradesh,4,15,4,3,0.27256813645362854,0.29277619709854535,-1.4819369350291396
755,Uttar-Pradesh,4,15,4,4,0.2526891529560089,0.26523429522281394,-1.0369415967997266
756,Uttar-Pradesh,4,30,2,1,0.38802868127822876,0.41595922454916323,-21.102182336916524
757,Uttar-Pradesh,4,30,2,2,0.4958285391330719,0.5107588172670602,-32.32463857165717
758,Uttar-Pradesh,4,30,2,3,0.31311213970184326,0.35158690261920267,-14.790615302275489
759,Uttar-Pradesh,4,30,2,4,0.3050934076309204,0.3159426011825454,-11.751171789041893
760,Uttar-Pradesh,4,30,3,1,0.45095011591911316,0.46312910286634273,-26.399196167494544
761,Uttar-Pradesh,4,30,3,2,0.25023847818374634,0.2757590784772831,-8.713894779665516
762,Uttar-Pradesh,4,30,3,3,0.26337024569511414,0.2766609517741455,-8.777534605255845
763,Uttar-Pradesh,4,30,3,4,0.25299012660980225,0.2639057817336378,-7.896750916125772
764,Uttar-Pradesh,4,30,4,1,0.3708163797855377,0.39218573626847364,-18.64795218752519
765,Uttar-Pradesh,4,30,4,2,0.3269714117050171,0.34434058650919736,-14.146423547700422
766,Uttar-Pradesh,4,30,4,3,0.2851355969905853,0.3112659047555746,-11.376470042391718
767,Uttar-Pradesh,4,30,4,4,0.2998588979244232,0.3091272378316816,-11.206980513187316
768,Uttar-Pradesh,5,5,2,1,0.19127434492111206,0.20974981649774974,0.18309219693517242
769,Uttar-Pradesh,5,5,2,2,0.33524253964424133,0.35130900674741483,-1.2916508219395682
770,Uttar-Pradesh,5,5,2,3,0.08640063554048538,0.0969241644327397,0.8255648350968743
771,Uttar-Pradesh,5,5,2,4,0.21587146818637848,0.23488382895950907,-0.024415489175459104
772,Uttar-Pradesh,5,5,3,1,0.19761015474796295,0.21516772032547954,0.14034503352665684
773,Uttar-Pradesh,5,5,3,2,0.15075504779815674,0.19902685684695887,0.26448209202396833
774,Uttar-Pradesh,5,5,3,3,0.27650097012519836,0.29325572899167895,-0.5968456568040093
775,Uttar-Pradesh,5,5,3,4,0.1546403020620346,0.1709747525529623,0.4572074543383987
776,Uttar-Pradesh,5,5,4,1,0.2931440472602844,0.3039600417869372,-0.7155480539218613
777,Uttar-Pradesh,5,5,4,2,0.29579123854637146,0.3201269216960171,-0.9028926515140985
778,Uttar-Pradesh,5,5,4,3,0.21833930909633636,0.2375991783610741,-0.048237726762644595
779,Uttar-Pradesh,5,5,4,4,0.3004433214664459,0.32180482692020446,-0.9228924037522246
780,Uttar-Pradesh,5,7,2,1,0.2832658290863037,0.29383694751885703,-0.7095588425700097
781,Uttar-Pradesh,5,7,2,2,0.3150796592235565,0.34734744383597743,-1.388908282887121
782,Uttar-Pradesh,5,7,2,3,0.08180132508277893,0.11564479091456001,0.7351967140065907
783,Uttar-Pradesh,5,7,2,4,0.2587239146232605,0.278572744368146,-0.5365562865615305
784,Uttar-Pradesh,5,7,3,1,0.3533971607685089,0.3845337299637418,-1.92779166354499
785,Uttar-Pradesh,5,7,3,2,0.3040437400341034,0.329852540618696,-1.1543236719506447
786,Uttar-Pradesh,5,7,3,3,0.2865466773509979,0.31735709452968325,-0.9941953811868227
787,Uttar-Pradesh,5,7,3,4,0.24483223259449005,0.2846627341258638,-0.6044731433818957
788,Uttar-Pradesh,5,7,4,1,0.25139278173446655,0.28470811511708327,-0.604984857709175
789,Uttar-Pradesh,5,7,4,2,0.3612707555294037,0.38648079766568233,-1.9575160785549355
790,Uttar-Pradesh,5,7,4,3,0.2696264386177063,0.29302143894697563,-0.7000827924329298
791,Uttar-Pradesh,5,7,4,4,0.31789007782936096,0.3370652564431375,-1.2495686453861632
792,Uttar-Pradesh,5,15,2,1,0.25397783517837524,0.26227656744162336,-0.9917653279557115
793,Uttar-Pradesh,5,15,2,2,0.31367766857147217,0.3520481358189333,-2.5885853956573115
794,Uttar-Pradesh,5,15,2,3,0.3466351330280304,0.3887152527799717,-3.375043479648297
795,Uttar-Pradesh,5,15,2,4,0.4130541980266571,0.4361220355481165,-4.507255797307764
796,Uttar-Pradesh,5,15,3,1,0.30212247371673584,0.320871597904319,-1.9811358897002056
797,Uttar-Pradesh,5,15,3,2,0.3188020586967468,0.3920765609676571,-3.451034953368546
798,Uttar-Pradesh,5,15,3,3,0.390377938747406,0.41729955489913967,-4.042142164255285
799,Uttar-Pradesh,5,15,3,4,0.2830170691013336,0.3005932430894018,-1.6162404978214302
800,Uttar-Pradesh,5,15,4,1,0.15554256737232208,0.19039805222880415,-0.04964921080506013
801,Uttar-Pradesh,5,15,4,2,0.28579336404800415,0.365984142012034,-2.878320576649293
802,Uttar-Pradesh,5,15,4,3,0.3486315906047821,0.368580549714452,-2.9335440421359618
803,Uttar-Pradesh,5,15,4,4,0.3140932619571686,0.33407180043433765,-2.2314604393218733
804,Uttar-Pradesh,5,30,2,1,0.3662567138671875,0.3759859554554163,-17.058301708532618
805,Uttar-Pradesh,5,30,2,2,0.5478993654251099,0.5715590401487922,-40.7307220014811
806,Uttar-Pradesh,5,30,2,3,0.3054540753364563,0.3783615562475337,-17.287222252550013
