,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,date
49,Texas,US,2020-12-14 05:30:41,31.0545,-97.5635,1483168,24637,1176377.0,208333.0,48.0,4859.690243590116,12173510.0,,1.7315894429817402,84000048.0,USA,41983.58380626545,,2020-12-13
50,Utah,US,2020-12-14 05:30:41,40.15,-111.8624,233904,1055,176211.0,56638.0,49.0,7295.915916552867,2024335.0,,0.4510397428004652,84000049.0,USA,63142.904554582434,,2020-12-13
51,Vermont,US,2020-12-14 05:30:41,44.0459,-72.7107,5753,95,3511.0,2147.0,50.0,921.9713809057532,617618.0,,1.6513123587693377,84000050.0,USA,98978.98841165467,,2020-12-13
52,Virgin Islands,US,2020-12-14 05:30:41,18.3358,-64.8963,1791,23,1589.0,179.0,78.0,1669.6498489763956,31253.0,,1.2841987716359575,850.0,VIR,29135.43647686169,,2020-12-13
53,Virginia,US,2020-12-14 05:30:41,37.7693,-78.17,281909,4411,26503.0,250995.0,51.0,3302.775144663143,3702747.0,,1.5646893146369931,84000051.0,USA,43380.45524823973,,2020-12-13
54,Washington,US,2020-12-14 05:30:41,47.4009,-121.4905,210809,2941,,199184.0,53.0,2653.523824957225,3320070.0,,1.4248031554515177,84000053.0,USA,43599.69339030765,,2020-12-13
55,West Virginia,US,2020-12-14 05:30:41,38.4912,-80.9545,63217,968,40862.0,21387.0,54.0,3527.4450142761725,1322664.0,,1.5312336871411172,84000054.0,USA,73803.32082133887,,2020-12-13
56,Wisconsin,US,2020-12-14 05:30:41,44.2685,-89.6165,468956,4339,386655.0,77962.0,55.0,8054.294818970899,4857315.0,,0.9252467182422232,84000055.0,USA,83424.13155735213,,2020-12-13
57,Wyoming,US,2020-12-14 05:30:41,42.756,-107.3025,39360,321,35281.0,3758.0,56.0,6800.758173954962,440289.0,,0.8155487804878049,84000056.0,USA,76074.67011312135,,2020-12-13
0,Alabama,US,2020-12-15 05:30:31,32.3182,-86.9023,297895,4102,174805.0,118988.0,1.0,6075.540694466964,1723669.0,,1.3769952500041962,84000001.0,USA,35154.06822300199,,2020-12-14
1,Alaska,US,2020-12-15 05:30:31,61.3707,-152.4044,41599,176,7165.0,34232.0,2.0,5682.903990868641,1147560.0,,0.4233516946094821,84000002.0,USA,156867.9985510119,,2020-12-14
2,American Samoa,US,2020-12-15 05:30:31,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2020-12-14
3,Arizona,US,2020-12-15 05:30:31,33.7298,-111.4312,420248,7358,62118.0,350772.0,4.0,5773.6548900032785,4344693.0,,1.7508709143172605,84000004.0,USA,34775.66169971988,,2020-12-14
4,Arkansas,US,2020-12-15 05:30:31,34.9697,-92.3731,187057,2990,163351.0,20716.0,5.0,6198.447612899976,1866199.0,,1.598443255264438,84000005.0,USA,61839.63570861461,,2020-12-14
5,California,US,2020-12-15 05:30:31,36.1162,-119.6816,1632907,21236,,1590349.0,6.0,4078.467060686512,27552039.0,,1.3120751998302196,84000006.0,USA,69730.41987538894,,2020-12-14
6,Colorado,US,2020-12-15 05:30:31,39.0598,-105.3111,291104,3969,15521.0,271614.0,8.0,5054.998180156201,3809889.0,,1.36343025173134,84000008.0,USA,66158.42434867652,,2020-12-14
7,Connecticut,US,2020-12-15 05:30:31,41.5978,-72.7554,153992,5444,9800.0,138748.0,9.0,4319.2034750638595,3814335.0,,3.535248584342044,84000009.0,USA,106985.35629810447,,2020-12-14
8,Delaware,US,2020-12-15 05:30:31,39.3185,-75.5071,46457,906,18851.0,26790.0,10.0,4770.8685061267415,845792.0,,1.7564629657532769,84000010.0,USA,86858.00666280536,,2020-12-14
9,Diamond Princess,US,2020-12-15 05:30:31,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2020-12-14
10,District of Columbia,US,2020-12-15 05:30:31,38.8974,-77.0268,25038,716,17914.0,6408.0,11.0,3547.7202234788856,782979.0,,2.8596533269430466,84000011.0,USA,110942.9839787233,,2020-12-14
11,Florida,US,2020-12-15 05:30:31,27.7663,-81.6868,1134383,20003,,1114380.0,12.0,5281.6691069454855,13936200.0,,1.7633374266010686,84000012.0,USA,64886.7243322702,,2020-12-14
12,Georgia,US,2020-12-15 05:30:31,33.0406,-83.6431,546558,10104,,536454.0,13.0,5147.746303410911,4755530.0,,1.848660160495318,84000013.0,USA,44789.87038568587,,2020-12-14
13,Grand Princess,US,2020-12-15 05:30:31,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,,2020-12-14
14,Guam,US,2020-12-15 05:30:31,13.4443,144.7937,7137,119,6492.0,526.0,66.0,4345.761101876039,91132.0,,1.6673672411377332,316.0,GUM,55490.808566087595,,2020-12-14
15,Hawaii,US,2020-12-15 05:30:31,21.0943,-157.4983,19975,274,11958.0,7543.0,15.0,1396.665800298332,741041.0,,1.3855878634639696,84000015.0,USA,52338.135085657465,,2020-12-14
16,Idaho,US,2020-12-15 05:30:31,44.2405,-114.4788,122217,1194,46980.0,74043.0,16.0,6838.978996287208,505958.0,,0.9769508333537889,84000016.0,USA,28312.232627240755,,2020-12-14
17,Illinois,US,2020-12-15 05:30:31,40.3495,-88.9861,856118,15455,,840664.0,17.0,6756.0771257737915,11869088.0,,1.8051249944517,84000017.0,USA,93665.21196914004,,2020-12-14
18,Indiana,US,2020-12-15 05:30:31,39.8494,-86.2583,430401,7796,263874.0,159687.0,18.0,6393.152094428301,4961368.0,,1.5892156384395018,84000018.0,USA,73695.87947153827,,2020-12-14
19,Iowa,US,2020-12-15 05:30:31,42.0115,-93.2105,257311,3269,190221.0,63821.0,19.0,8155.476740611142,1124774.0,,1.270447046570104,84000019.0,USA,35649.732018623996,,2020-12-14
20,Kansas,US,2020-12-15 05:30:31,38.5266,-96.7265,192746,2117,3938.0,186963.0,20.0,6625.101173440282,903732.0,,1.0926894979534738,84000020.0,USA,31020.75505764225,,2020-12-14
21,Kentucky,US,2020-12-15 05:30:31,37.6681,-84.6701,224889,2224,32050.0,190615.0,21.0,5033.694274401909,2915475.0,,0.9889323177211872,84000021.0,USA,65257.12602511419,,2020-12-14
22,Louisiana,US,2020-12-15 05:30:31,31.1695,-91.8678,269643,6845,217930.0,44868.0,22.0,5800.278523849412,3804370.0,,2.5385417014348604,84000022.0,USA,81835.633069566,,2020-12-14
23,Maine,US,2020-12-15 05:30:31,44.6939,-69.3819,16349,259,10548.0,5542.0,23.0,1216.251603169738,993373.0,,1.5841947519725976,84000023.0,USA,73900.02469848508,,2020-12-14
24,Maryland,US,2020-12-15 05:30:31,39.0639,-76.8021,236961,5142,8951.0,222868.0,24.0,3919.5094679175872,5061387.0,,2.169977338042969,84000024.0,USA,83719.06882269653,,2020-12-14
25,Massachusetts,US,2020-12-15 05:30:31,42.2302,-71.5301,294231,11388,187221.0,95622.0,25.0,4268.855595710294,9623697.0,,3.870428336918952,84000025.0,USA,139625.57578865034,,2020-12-14
26,Michigan,US,2020-12-15 05:30:31,43.3266,-84.5361,472780,11289,236369.0,225122.0,26.0,4734.021925016049,7430448.0,,2.38779136173273,84000026.0,USA,74402.26689938588,,2020-12-14
27,Minnesota,US,2020-12-15 05:30:31,45.6945,-93.9002,381841,4521,347077.0,30243.0,27.0,6770.672270814834,4776509.0,,1.184000670436124,84000027.0,USA,84695.40211134343,,2020-12-14
28,Mississippi,US,2020-12-15 05:30:31,32.7416,-89.6787,181095,4204,148466.0,28425.0,28.0,6084.876798843069,1260755.0,,2.321433501753224,84000028.0,USA,42361.95835625165,,2020-12-14
29,Missouri,US,2020-12-15 05:30:31,38.4561,-92.2884,381470,4642,,351494.0,29.0,5802.218779593015,3350253.0,,1.295397169951728,84000029.0,USA,54587.247296424495,,2020-12-14
30,Montana,US,2020-12-15 05:30:31,46.9219,-110.4544,73303,818,62778.0,9707.0,30.0,6858.580547129525,722308.0,,1.1159161289442452,84000030.0,USA,67582.60368383331,,2020-12-14
31,Nebraska,US,2020-12-15 05:30:31,41.1254,-98.2681,149344,1418,82568.0,65358.0,31.0,7720.398178667582,1556527.0,,0.9494857510177844,84000031.0,USA,80465.28963900066,,2020-12-14
32,Nevada,US,2020-12-15 05:30:31,38.3135,-117.0554,189413,2548,,186865.0,32.0,6149.461261053011,1845307.0,,1.345208618204664,84000032.0,USA,59909.53055624456,,2020-12-14
33,New Hampshire,US,2020-12-15 05:30:31,43.4525,-71.5639,32544,604,24519.0,6752.0,33.0,2344.248152732456,920461.0,,1.8949019607843136,84000033.0,USA,67695.34114234569,,2020-12-14
34,New Jersey,US,2020-12-15 05:30:31,40.2989,-74.521,446000,17775,48951.0,338722.0,34.0,4564.730094717632,6786635.0,,4.384039383595431,84000034.0,USA,76407.22614580412,,2020-12-14
35,New Mexico,US,2020-12-15 05:30:31,34.8405,-106.2485,121299,1978,46505.0,72816.0,35.0,5784.878022957523,1741401.0,,1.630681209243275,84000035.0,USA,83049.26152776407,,2020-12-14
36,New York,US,2020-12-15 05:30:31,42.1657,-74.9481,794953,35702,91366.0,657411.0,36.0,4031.159128141115,22122139.0,,4.5175745086737615,84000036.0,USA,113717.68387289096,,2020-12-14
37,North Carolina,US,2020-12-15 05:30:31,35.6301,-79.8064,441365,5855,365273.0,70237.0,37.0,4208.251955266567,6046926.0,,1.3265664472715326,84000037.0,USA,57655.20184620947,,2020-12-14
38,North Dakota,US,2020-12-15 05:30:31,47.5289,-99.78399999999999,88067,1157,83318.0,3592.0,38.0,11556.408796134698,1171849.0,,1.313772468688612,84000038.0,USA,153773.44625502912,,2020-12-14
39,Northern Mariana Islands,US,2020-12-15 05:30:31,15.0979,145.6739,113,2,29.0,82.0,69.0,204.91803278688525,17319.0,,1.7699115044247788,580.0,MNP,31406.862033947484,,2020-12-14
40,Ohio,US,2020-12-15 05:30:31,40.3888,-82.7649,570602,10513,392565.0,170486.0,39.0,4881.487881872856,6955181.0,,1.3233392101675072,84000039.0,USA,59501.424403931866,,2020-12-14
41,Oklahoma,US,2020-12-15 05:30:31,35.5653,-96.9289,239790,2072,202532.0,35163.0,40.0,6059.357018284945,2350246.0,,0.8641723006085075,84000040.0,USA,59395.077699583846,,2020-12-14
42,Oregon,US,2020-12-15 05:30:31,44.571999999999996,-122.0709,95010,1161,5870.0,87979.0,41.0,2252.629787016118,2304931.0,,1.2219766340385223,84000041.0,USA,54648.523604008486,,2020-12-14
43,Pennsylvania,US,2020-12-15 05:30:31,40.5908,-77.2098,505174,12552,289863.0,202759.0,42.0,3946.0586944731785,6619529.0,,2.4846884439816765,84000042.0,USA,27811.717382353632,,2020-12-14
44,Puerto Rico,US,2020-12-15 05:30:31,18.2208,-66.5901,62985,1282,52911.0,8792.0,72.0,1972.1676528809585,368957.0,,2.035405255219497,630.0,PRI,11552.67223472255,,2020-12-14
45,Rhode Island,US,2020-12-15 05:30:31,41.6809,-71.5118,74071,1667,4537.0,67979.0,44.0,6992.045204609193,1758958.0,,2.0993371224905832,84000044.0,USA,166039.5276020167,,2020-12-14
46,South Carolina,US,2020-12-15 05:30:31,33.8569,-80.945,254776,4751,128048.0,121977.0,45.0,4948.342440461833,2745200.0,,1.8647753320563951,84000045.0,USA,53318.1683814638,,2020-12-14
47,South Dakota,US,2020-12-15 05:30:31,44.2998,-99.4388,91354,1259,77472.0,12623.0,46.0,10326.464773432475,352547.0,,1.3781553079230249,84000046.0,USA,39851.1742942761,,2020-12-14
48,Tennessee,US,2020-12-15 05:30:31,35.7478,-86.6923,464624,5541,394147.0,64936.0,47.0,6803.516794271167,5055140.0,,1.1925772237335996,84000047.0,USA,74022.71489934214,,2020-12-14
49,Texas,US,2020-12-15 05:30:31,31.0545,-97.5635,1493486,24684,1185628.0,282849.0,48.0,5148.72095108957,12308459.0,,1.637063547404176,84000048.0,USA,42448.99128948694,,2020-12-14
50,Utah,US,2020-12-15 05:30:31,40.15,-111.8624,235872,1062,178395.0,56415.0,49.0,7357.3016240387415,2033175.0,,0.45024420024420025,84000049.0,USA,63418.64116747631,,2020-12-14
51,Vermont,US,2020-12-15 05:30:31,44.0459,-72.7107,5857,96,3603.0,2158.0,50.0,938.6383413810181,622141.0,,1.6390643674235956,84000050.0,USA,99703.84093309336,,2020-12-14
52,Virgin Islands,US,2020-12-15 05:30:31,18.3358,-64.8963,1807,23,1605.0,179.0,78.0,1684.5657605250399,31379.0,,1.2728278915329274,850.0,VIR,29252.89928030727,,2020-12-14
53,Virginia,US,2020-12-15 05:30:31,37.7693,-78.17,285149,4414,26618.0,254117.0,51.0,3340.7341721106823,3729013.0,,1.5479626440913348,84000051.0,USA,43688.18111704748,,2020-12-14
54,Washington,US,2020-12-15 05:30:31,47.4009,-121.4905,212584,2941,,200879.0,53.0,2676.2949919322573,3347903.0,,1.4318169551072881,84000053.0,USA,43965.200824226944,,2020-12-14
55,West Virginia,US,2020-12-15 05:30:31,38.4912,-80.9545,64394,978,42340.0,21076.0,54.0,3593.120430411121,1331983.0,,1.5187750411529024,84000054.0,USA,74323.31164798423,,2020-12-14
56,Wisconsin,US,2020-12-15 05:30:31,44.2685,-89.6165,471285,4352,390003.0,76930.0,55.0,8094.2952723895205,4879587.0,,0.9234327423957902,84000055.0,USA,83806.65199468126,,2020-12-14
57,Wyoming,US,2020-12-15 05:30:31,42.756,-107.3025,39775,321,36487.0,2967.0,56.0,6872.46332238462,440289.0,,0.8070395977372722,84000056.0,USA,76074.67011312135,,2020-12-14
0,Alabama,US,2020-12-16 05:30:42,32.3182,-86.9023,301533,4124,174805.0,122604.0,1.0,6149.737364590566,1732185.0,,1.3676778329403416,84000001.0,USA,35327.751247403474,,2020-12-15
1,Alaska,US,2020-12-16 05:30:42,61.3707,-152.4044,41891,179,7165.0,34514.0,2.0,5721.86263319413,1157867.0,,0.4276362941373214,84000002.0,USA,158276.93443328846,,2020-12-15
2,American Samoa,US,2020-12-16 05:30:42,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2020-12-15
3,Arizona,US,2020-12-16 05:30:42,33.7298,-111.4312,424382,7422,62839.0,354121.0,4.0,5830.450613755144,4374452.0,,1.748896041773685,84000004.0,USA,34969.43211282977,,2020-12-15
4,Arkansas,US,2020-12-16 05:30:42,34.9697,-92.3731,189198,3016,165467.0,20715.0,5.0,6269.393240912928,1874471.0,,1.5940971891880464,84000005.0,USA,62113.742310633825,,2020-12-15
5,California,US,2020-12-16 05:30:42,36.1162,-119.6816,1675929,21602,,1623322.0,6.0,4162.615705018672,27845066.0,,1.3023319158871118,84000006.0,USA,70472.03089535104,,2020-12-15
6,Colorado,US,2020-12-16 05:30:42,39.0598,-105.3111,293382,4085,15696.0,273601.0,8.0,5094.555471895223,3841825.0,,1.3923826274277222,84000008.0,USA,66712.99048957966,,2020-12-15
7,Connecticut,US,2020-12-16 05:30:42,41.5978,-72.7554,155462,5466,9800.0,140196.0,9.0,4360.434377372705,3839064.0,,3.5159717487231608,84000009.0,USA,107678.96104857758,,2020-12-15
8,Delaware,US,2020-12-16 05:30:42,39.3185,-75.5071,47142,913,18851.0,27465.0,10.0,4841.214092942438,854348.0,,1.7521530694497476,84000010.0,USA,87736.65898513398,,2020-12-15
9,Diamond Princess,US,2020-12-16 05:30:42,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2020-12-15
10,District of Columbia,US,2020-12-16 05:30:42,38.8974,-77.0268,25339,720,18137.0,6482.0,11.0,3590.3699473892275,791984.0,,2.841469671257745,84000011.0,USA,112218.93336016062,,2020-12-15
11,Florida,US,2020-12-16 05:30:42,27.7663,-81.6868,1143794,20082,,1123712.0,12.0,5325.48657244476,14022177.0,,1.7557357356307166,84000012.0,USA,65287.031869325896,,2020-12-15
12,Georgia,US,2020-12-16 05:30:42,33.0406,-83.6431,553995,10160,,543835.0,13.0,5217.791548853239,4794475.0,,1.8339515699600173,84000013.0,USA,45156.67313998887,,2020-12-15
13,Grand Princess,US,2020-12-16 05:30:42,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,,2020-12-15
14,Guam,US,2020-12-16 05:30:42,13.4443,144.7937,7149,119,6511.0,519.0,66.0,4353.067972160824,91609.0,,1.6645684711148412,316.0,GUM,55781.25665990781,,2020-12-15
15,Hawaii,US,2020-12-16 05:30:42,21.0943,-157.4983,19896,274,11958.0,7595.0,15.0,1400.3384486733264,744247.0,,1.3819539012457758,84000015.0,USA,52564.56798354652,,2020-12-15
16,Idaho,US,2020-12-16 05:30:42,44.2405,-114.4788,124019,1214,47497.0,75308.0,16.0,6939.814724142659,507379.0,,0.9788822680395746,84000016.0,USA,28391.748481448638,,2020-12-15
17,Illinois,US,2020-12-16 05:30:42,40.3495,-88.9861,863477,15587,,847890.0,17.0,6814.150862768658,11962010.0,,1.805143622817979,84000017.0,USA,94398.5083122623,,2020-12-15
18,Indiana,US,2020-12-16 05:30:42,39.8494,-86.2583,434642,7888,269838.0,157836.0,18.0,6456.147668398786,5000278.0,,1.6031584614464318,84000018.0,USA,74273.84640933399,,2020-12-15
19,Iowa,US,2020-12-16 05:30:42,42.0115,-93.2105,258253,3336,196157.0,58760.0,19.0,8185.333447435398,1127084.0,,1.2917565333219752,84000019.0,USA,35722.94750988092,,2020-12-15
20,Kansas,US,2020-12-16 05:30:42,38.5266,-96.7265,193017,2117,3938.0,187241.0,20.0,6634.643570861225,903732.0,,1.0911179173047474,84000020.0,USA,31020.75505764225,,2020-12-15
21,Kentucky,US,2020-12-16 05:30:42,37.6681,-84.6701,227817,2239,32234.0,193344.0,21.0,5099.231747712959,2925129.0,,0.9828063752924496,84000021.0,USA,65473.2116696992,,2020-12-15
22,Louisiana,US,2020-12-16 05:30:42,31.1695,-91.8678,272276,6895,217930.0,47451.0,22.0,5856.9168691923105,3838249.0,,2.53235687317281,84000022.0,USA,82564.40272466364,,2020-12-15
23,Maine,US,2020-12-16 05:30:42,44.6939,-69.3819,16760,265,10614.0,5881.0,23.0,1246.827137386067,999291.0,,1.581145584725537,84000023.0,USA,74340.28263398928,,2020-12-15
24,Maryland,US,2020-12-16 05:30:42,39.0639,-76.8021,239362,5206,8958.0,225198.0,24.0,3959.223776316312,5094572.0,,2.174948404508652,84000024.0,USA,84267.97316430906,,2020-12-15
25,Massachusetts,US,2020-12-16 05:30:42,42.2302,-71.5301,298160,11443,187221.0,99496.0,25.0,4325.859560743028,9684933.0,,3.837872283337805,84000025.0,USA,140514.0193627772,,2020-12-15
26,Michigan,US,2020-12-16 05:30:42,43.3266,-84.5361,478171,11495,236369.0,230307.0,26.0,4788.0028721748995,7480152.0,,2.403951724383118,84000026.0,USA,74899.96101876696,,2020-12-15
27,Minnesota,US,2020-12-16 05:30:42,45.6945,-93.9002,384164,4542,351820.0,27802.0,27.0,6811.862901692876,4807318.0,,1.182307556147895,84000027.0,USA,85241.69662133983,,2020-12-15
28,Mississippi,US,2020-12-16 05:30:42,32.7416,-89.6787,183300,4252,148466.0,30582.0,28.0,6158.965831347826,1262960.0,,2.319694489907256,84000028.0,USA,42436.04738875641,,2020-12-15
29,Missouri,US,2020-12-16 05:30:42,38.4561,-92.2884,385240,4866,,354185.0,29.0,5849.714245120269,3365969.0,,1.3472711978653118,84000029.0,USA,54843.31547351757,,2020-12-15
30,Montana,US,2020-12-16 05:30:42,46.9219,-110.4544,74040,826,64298.0,8916.0,30.0,6927.5378048575085,732739.0,,1.1156131820637494,84000030.0,USA,68558.57811444472,,2020-12-15
31,Nebraska,US,2020-12-16 05:30:42,41.1254,-98.2681,150861,1438,84063.0,65360.0,31.0,7798.820104135219,1562744.0,,0.9531953254983064,84000031.0,USA,80786.67995583145,,2020-12-15
32,Nevada,US,2020-12-16 05:30:42,38.3135,-117.0554,191732,2595,,189137.0,32.0,6224.749655536927,1866845.0,,1.3534516929881293,84000032.0,USA,60608.78085395675,,2020-12-15
33,New Hampshire,US,2020-12-16 05:30:42,43.4525,-71.5639,33318,604,25464.0,6477.0,33.0,2393.5233295898906,926610.0,,1.8558918420648327,84000033.0,USA,68147.56959383281,,2020-12-15
34,New Jersey,US,2020-12-16 05:30:42,40.2989,-74.521,450614,17872,49245.0,342297.0,34.0,4609.381244940719,6870323.0,,4.365263522986512,84000034.0,USA,77349.42621132852,,2020-12-15
35,New Mexico,US,2020-12-16 05:30:42,34.8405,-106.2485,122557,2006,48105.0,72446.0,35.0,5844.87337784817,1755426.0,,1.6367894122734727,84000035.0,USA,83718.12865999088,,2020-12-15
36,New York,US,2020-12-16 05:30:42,42.1657,-74.9481,803917,35831,92136.0,666590.0,36.0,4084.378176314352,22316327.0,,4.5095568977430185,84000036.0,USA,114715.89700209645,,2020-12-15
37,North Carolina,US,2020-12-16 05:30:42,35.6301,-79.8064,446601,5881,365273.0,75447.0,37.0,4258.175277772375,6097725.0,,1.3168353855007042,84000037.0,USA,58139.55151388947,,2020-12-15
38,North Dakota,US,2020-12-16 05:30:42,47.5289,-99.78399999999999,88393,1170,83995.0,3228.0,38.0,11599.187467686355,1175174.0,,1.3236342244295365,84000038.0,USA,154209.76246027224,,2020-12-15
39,Northern Mariana Islands,US,2020-12-16 05:30:42,15.0979,145.6739,113,2,29.0,82.0,69.0,204.91803278688525,17542.0,,1.7699115044247788,580.0,MNP,31811.25779776585,,2020-12-15
40,Ohio,US,2020-12-16 05:30:42,40.3888,-82.7649,579357,10697,404810.0,166893.0,39.0,4956.386719251268,7002480.0,,1.3211197931499918,84000039.0,USA,59906.066335303825,,2020-12-15
41,Oklahoma,US,2020-12-16 05:30:42,35.5653,-96.9289,242028,2086,206896.0,33009.0,40.0,6115.561625293692,2389948.0,,0.8620155295031633,84000040.0,USA,60398.42091337036,,2020-12-15
42,Oregon,US,2020-12-16 05:30:42,44.571999999999996,-122.0709,96092,1213,5870.0,89009.0,41.0,2278.283354320101,2304931.0,,1.2623319318985973,84000041.0,USA,54648.523604008486,,2020-12-15
43,Pennsylvania,US,2020-12-16 05:30:42,40.5908,-77.2098,514749,12796,295405.0,206548.0,42.0,4020.851759832007,6675959.0,,2.4858717549718405,84000042.0,USA,27977.09793376638,,2020-12-15
44,Puerto Rico,US,2020-12-16 05:30:42,18.2208,-66.5901,63419,1294,53982.0,8143.0,72.0,1985.756932254624,369391.0,,2.040397987984673,630.0,PRI,11566.261514096215,,2020-12-15
45,Rhode Island,US,2020-12-16 05:30:42,41.6809,-71.5118,75237,1683,4585.0,69082.0,44.0,7102.111555928525,1771434.0,,2.086739237343328,84000044.0,USA,167217.218681828,,2020-12-15
46,South Carolina,US,2020-12-16 05:30:42,33.8569,-80.945,257320,4756,129227.0,123337.0,45.0,4997.752836921996,2769559.0,,1.8482822944194,84000045.0,USA,53791.27681203501,,2020-12-15
47,South Dakota,US,2020-12-16 05:30:42,44.2998,-99.4388,91699,1261,78919.0,11519.0,46.0,10365.462850657712,353282.0,,1.3751513102651065,84000046.0,USA,39934.2571544516,,2020-12-15
48,Tennessee,US,2020-12-16 05:30:42,35.7478,-86.6923,472875,5615,404597.0,62663.0,47.0,6924.336676734258,5100997.0,,1.1874173936029606,84000047.0,USA,74694.20167065592,,2020-12-15
49,Texas,US,2020-12-16 05:30:42,31.0545,-97.5635,1514508,24894,1203398.0,284485.0,48.0,5216.365041641604,12283212.0,,1.629586434922656,84000048.0,USA,42361.92030171458,,2020-12-15
50,Utah,US,2020-12-16 05:30:42,40.15,-111.8624,237787,1077,181000.0,55710.0,49.0,7417.034159524236,2043380.0,,0.4529263584636671,84000049.0,USA,63736.954757361134,,2020-12-15
51,Vermont,US,2020-12-16 05:30:42,44.0459,-72.7107,5923,100,3680.0,2143.0,50.0,949.2154509133977,625217.0,,1.6883336147222692,84000050.0,USA,100196.7983409964,,2020-12-15
52,Virgin Islands,US,2020-12-16 05:30:42,18.3358,-64.8963,1828,23,1641.0,164.0,78.0,1704.142894432636,31644.0,,1.2582056892778994,850.0,VIR,29499.94406533169,,2020-12-15
53,Virginia,US,2020-12-16 05:30:42,37.7693,-78.17,288309,4470,26929.0,256910.0,51.0,3377.7559396212464,3754756.0,,1.5504198620230378,84000051.0,USA,43989.779649017226,,2020-12-15
54,Washington,US,2020-12-16 05:30:42,47.4009,-121.4905,214265,2941,,202116.0,53.0,2692.9991005783013,3380344.0,,1.4400031209007702,84000053.0,USA,44391.22125550549,,2020-12-15
55,West Virginia,US,2020-12-16 05:30:42,38.4912,-80.9545,65708,1012,43605.0,21091.0,54.0,3666.4403087469946,1341407.0,,1.540147318439155,84000054.0,USA,74849.16136901718,,2020-12-15
56,Wisconsin,US,2020-12-16 05:30:42,44.2685,-89.6165,475340,4408,394095.0,76837.0,55.0,8163.939685705323,4899044.0,,0.9273362224933732,84000055.0,USA,84140.82495396255,,2020-12-15
57,Wyoming,US,2020-12-16 05:30:42,42.756,-107.3025,40064,328,37361.0,2375.0,56.0,6922.397751050092,450024.0,,0.8186900958466453,84000056.0,USA,77756.71739013994,,2020-12-15
0,Alabama,US,2020-12-17 05:30:43,32.3182,-86.9023,305640,4198,183625.0,117817.0,1.0,6233.49924589833,1741128.0,,1.3735113205077871,84000001.0,USA,35510.14289691293,,2020-12-16
1,Alaska,US,2020-12-17 05:30:43,61.3707,-152.4044,42498,181,7165.0,35127.0,2.0,5805.931282422817,1166145.0,,0.4261530854896052,84000002.0,USA,159408.51212160566,,2020-12-16
2,American Samoa,US,2020-12-17 05:30:43,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2020-12-16
3,Arizona,US,2020-12-17 05:30:43,33.7298,-111.4312,429219,7530,63697.0,357992.0,4.0,5896.904633055522,4409083.0,,1.7543491783914504,84000004.0,USA,35179.8263347785,,2020-12-16
4,Arkansas,US,2020-12-17 05:30:43,34.9697,-92.3731,191504,3074,167631.0,20799.0,5.0,6345.80642082786,1886088.0,,1.6051884033753865,84000005.0,USA,62498.69110121134,,2020-12-16
5,California,US,2020-12-17 05:30:43,36.1162,-119.6816,1738097,21936,,1686742.0,6.0,4324.127751556778,28149590.0,,1.2769240043802994,84000006.0,USA,71242.73924046237,,2020-12-16
6,Colorado,US,2020-12-17 05:30:43,39.0598,-105.3111,296716,4156,15696.0,276864.0,8.0,5152.450120998775,3877267.0,,1.4006659566723736,84000008.0,USA,67328.43804612679,,2020-12-16
7,Connecticut,US,2020-12-17 05:30:43,41.5978,-72.7554,157781,5506,9800.0,142475.0,9.0,4425.478229382376,3870391.0,,3.4896470424195565,84000009.0,USA,108557.62803948182,,2020-12-16
8,Delaware,US,2020-12-17 05:30:43,39.3185,-75.5071,47929,926,18851.0,28245.0,10.0,4922.0344970649985,864024.0,,1.7379874397546369,84000010.0,USA,88730.32890926344,,2020-12-16
9,Diamond Princess,US,2020-12-17 05:30:43,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2020-12-16
10,District of Columbia,US,2020-12-17 05:30:43,38.8974,-77.0268,25602,720,18392.0,6490.0,11.0,3627.6353207726825,798388.0,,2.812280290602297,84000011.0,USA,113126.338117376,,2020-12-16
11,Florida,US,2020-12-17 05:30:43,27.7663,-81.6868,1155335,20204,,1135131.0,12.0,5379.221283881072,14130578.0,,1.7487568540726284,84000012.0,USA,65791.74519177695,,2020-12-16
12,Georgia,US,2020-12-17 05:30:43,33.0406,-83.6431,560619,10228,,550391.0,13.0,5280.17956899711,4817908.0,,1.8244119446540341,84000013.0,USA,45377.37641233659,,2020-12-16
13,Grand Princess,US,2020-12-17 05:30:43,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,,2020-12-16
