,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,date,Total_Test_Results,Case_Fatality_Ratio
104,Rhode Island,US,2020-04-13 23:07:54,41.6809,-71.5118,2665,100,135.0,2602.0,44.0,251.56674636880157,20661.0,331.0,2.363977485928705,84000044.0,USA,1950.3266591841686,12.420262664165106,2020-04-13,,
105,South Carolina,US,2020-04-13 23:07:54,33.8569,-80.945,3391,82,,3309.0,45.0,67.2820797722211,31425.0,496.0,2.4181657328221764,84000045.0,USA,623.514997594234,14.626953700973164,2020-04-13,,
106,South Dakota,US,2020-04-13 23:07:54,44.2998,-99.4388,868,6,207.0,862.0,46.0,117.95209079593201,9002.0,44.0,0.6912442396313364,84000046.0,USA,1223.2773287384562,5.0691244239631335,2020-04-13,,
107,Tennessee,US,2020-04-13 23:07:54,35.7478,-86.6923,5610,109,1671.0,5501.0,47.0,85.45408488043054,76195.0,579.0,1.9429590017825311,84000047.0,USA,1160.6370761968635,10.320855614973262,2020-04-13,,
108,Texas,US,2020-04-13 23:07:54,31.0545,-97.5635,14328,337,2269.0,13970.0,48.0,62.106907327923295,133226.0,1176.0,2.136602451838879,84000048.0,USA,579.6325629190828,8.238178633975481,2020-04-13,,
109,Utah,US,2020-04-13 23:07:54,40.15,-111.8624,2363,13,218.0,2350.0,49.0,82.45280161569806,45787.0,201.0,0.5501481168006771,84000049.0,USA,1597.6582427329529,8.506136267456624,2020-04-13,,
110,Vermont,US,2020-04-13 23:07:54,44.0459,-72.7107,748,28,15.0,720.0,50.0,122.50426226393772,10366.0,33.0,3.7433155080213902,84000050.0,USA,1697.699442016014,4.411764705882354,2020-04-13,,
111,Virgin Islands,US,2020-04-13 23:07:54,18.3358,-64.8963,51,1,43.0,50.0,78.0,47.5444680613044,373.0,,1.96078431372549,850.0,VIR,347.7271879777754,,2020-04-13,,
112,Virginia,US,2020-04-13 23:07:54,37.7693,-78.17,5747,149,,5598.0,51.0,72.68031915095425,41401.0,1238.0,2.592657038454846,84000051.0,USA,523.5841122618161,21.541673916826173,2020-04-13,,
113,Washington,US,2020-04-13 23:07:54,47.4009,-121.4905,10635,582,,10122.0,53.0,140.8720663077597,93802.0,527.0,4.823695345557122,84000053.0,USA,1242.5088447391138,4.955336154207805,2020-04-13,,
114,West Virginia,US,2020-04-13 23:07:54,38.4912,-80.9545,611,8,85.0,603.0,54.0,46.18298742704071,16655.0,164.0,1.3093289689034369,84000054.0,USA,1258.8832333835726,26.84124386252045,2020-04-13,,
115,Wisconsin,US,2020-04-13 23:07:54,44.2685,-89.6165,3428,154,,3274.0,55.0,66.24703767713304,40197.0,993.0,4.492415402567095,84000055.0,USA,776.8180202764635,28.96732788798133,2020-04-13,,
116,Wyoming,US,2020-04-13 23:07:54,42.756,-107.3025,275,1,138.0,274.0,56.0,55.30528517416137,5964.0,41.0,0.3636363636363637,84000056.0,USA,1199.4208028316307,14.909090909090908,2020-04-13,,
117,Recovered,US,,,,0,0,43482.0,-43482.0,,,,,,84070001.0,USA,,,2020-04-13,,
118,Alabama,US,2020-04-14 23:33:31,32.3182,-86.9023,4041,114,,3839.0,1.0,84.30554137,33117.0,493.0,2.8838856560000004,84000001.0,USA,706.2855081,12.4715406,2020-04-14,,
119,Alaska,US,2020-04-14 23:33:31,61.3707,-152.4044,285,9,98.0,276.0,2.0,47.67887525,8348.0,32.0,3.157894737,84000002.0,USA,1396.572809,11.22807018,2020-04-14,,
120,American Samoa,US,,-14.270999999999999,-170.132,0,0,,,60.0,0.0,3.0,,,16.0,ASM,5.391707554,,2020-04-14,,
121,Arizona,US,2020-04-14 23:33:31,33.7298,-111.4312,3809,131,249.0,3678.0,4.0,52.33065113,55491.0,580.0,3.439222893,84000004.0,USA,605.8210534,15.22709373,2020-04-14,,
122,Arkansas,US,2020-04-14 23:33:31,34.9697,-92.3731,1498,32,427.0,1466.0,5.0,57.85957427,21131.0,130.0,2.136181575,84000005.0,USA,816.1753431,8.67823765,2020-04-14,,
123,California,US,2020-04-14 23:33:31,36.1162,-119.6816,25427,766,,24589.0,6.0,64.66945279,202208.0,5163.0,3.0288689069999997,84000006.0,USA,515.7233282,20.36204449,2020-04-14,,
124,Colorado,US,2020-04-14 23:33:31,39.0598,-105.3111,7950,327,,7623.0,8.0,140.290495,38742.0,1493.0,4.11320755,84000008.0,USA,683.6646982999999,18.7798742,2020-04-14,,
125,Connecticut,US,2020-04-14 23:33:31,41.5978,-72.7554,13989,671,,13318.0,9.0,392.3667295,45841.0,1779.0,4.79662592,84000009.0,USA,1285.759043,12.71713489,2020-04-14,,
126,Delaware,US,2020-04-14 23:33:31,39.3185,-75.5071,1926,61,277.0,1883.0,10.0,197.7891974,12304.0,204.0,2.232606438,84000010.0,USA,1263.550511,10.59190031,2020-04-14,,
127,Diamond Princess,US,2020-04-14 23:33:31,,,49,0,0.0,49.0,88888.0,,,,0.0,84088888.0,USA,,,2020-04-14,,
128,District of Columbia,US,2020-04-14 23:33:31,38.8974,-77.0268,2058,67,518.0,1991.0,11.0,291.60508910000004,11518.0,295.0,3.2555879489999997,84000011.0,USA,1632.024983,14.33430515,2020-04-14,,
129,Florida,US,2020-04-14 23:33:31,27.7663,-81.6868,21628,571,,21057.0,12.0,101.8622019,203180.0,3060.0,2.640096172,84000012.0,USA,956.9244585000001,14.14832624,2020-04-14,,
130,Georgia,US,2020-04-14 23:33:31,33.0406,-83.6431,14578,525,,14053.0,13.0,143.77586509999998,61795.0,2769.0,3.6013170530000003,84000013.0,USA,609.4546291,18.99437509,2020-04-14,,
131,Grand Princess,US,2020-04-14 23:33:31,,,103,0,0.0,103.0,99999.0,,,,0.0,84099999.0,USA,,,2020-04-14,,
132,Guam,US,2020-04-14 23:33:31,13.4443,144.7937,133,5,66.0,128.0,66.0,80.98447899,946.0,13.0,3.759398496,316.0,GUM,576.0249408,9.77443609,2020-04-14,,
133,Hawaii,US,2020-04-14 23:33:31,21.0943,-157.4983,511,9,315.0,502.0,15.0,36.09302536,19420.0,44.0,1.7612524459999999,84000015.0,USA,1371.676228,8.610567515,2020-04-14,,
134,Idaho,US,2020-04-14 23:33:31,44.2405,-114.4788,1464,33,,1431.0,16.0,90.90361547,15114.0,135.0,2.254098361,84000016.0,USA,938.468063,9.221311475,2020-04-14,,
135,Illinois,US,2020-04-14 23:33:31,40.3495,-88.9861,23248,868,,22380.0,17.0,198.0972,110616.0,4283.0,3.7336545080000003,84000017.0,USA,942.5636562000001,18.42309016,2020-04-14,,
136,Indiana,US,2020-04-14 23:33:31,39.8494,-86.2583,8527,529,,8140.0,18.0,130.3026867,46017.0,,4.538524686000001,84000018.0,USA,703.19441,,2020-04-14,,
137,Iowa,US,2020-04-14 23:33:31,42.0115,-93.2105,1899,49,741.0,1850.0,19.0,72.46119663,18885.0,163.0,2.580305424,84000019.0,USA,720.6054230000001,8.583464982,2020-04-14,,
138,Kansas,US,2020-04-14 23:33:31,38.5266,-96.7265,1441,77,,1372.0,20.0,59.09399595,14147.0,327.0,4.78834143,84000020.0,USA,580.1545876,22.6925746,2020-04-14,,
139,Kentucky,US,2020-04-14 23:33:31,37.6681,-84.6701,2048,106,629.0,1942.0,21.0,59.82526233,26683.0,673.0,5.17578125,84000021.0,USA,779.4518919,32.86132813,2020-04-14,,
140,Louisiana,US,2020-04-14 23:33:31,31.1695,-91.8678,21518,1013,,20505.0,22.0,468.06079960000005,118422.0,1977.0,4.7076865880000005,84000022.0,USA,2575.922298,9.187656845,2020-04-14,,
141,Maine,US,2020-04-14 23:33:31,44.6939,-69.3819,735,20,292.0,715.0,23.0,62.60615363,12342.0,124.0,2.721088435,84000023.0,USA,1051.27231,16.870748300000002,2020-04-14,,
142,Maryland,US,2020-04-14 23:33:31,39.0639,-76.8021,9472,302,607.0,9170.0,24.0,159.371801,53733.0,2122.0,3.18834459,84000024.0,USA,904.0883612,22.4028716,2020-04-14,,
143,Massachusetts,US,2020-04-14 23:33:31,42.2302,-71.5301,28164,844,,27320.0,25.0,410.3283151,126551.0,2340.0,2.996733419,84000025.0,USA,1843.752968,8.308478909,2020-04-14,,
144,Michigan,US,2020-04-14 23:33:31,43.3266,-84.5361,27001,1768,452.0,25233.0,26.0,338.89948849999996,86226.0,3910.0,6.547905632999999,84000026.0,USA,1082.254261,14.48094515,2020-04-14,,
145,Minnesota,US,2020-04-14 23:33:31,45.6945,-93.9002,1695,79,909.0,1616.0,27.0,34.26702728,39241.0,405.0,4.660766962,84000027.0,USA,793.3170604,23.89380531,2020-04-14,,
146,Mississippi,US,2020-04-14 23:33:31,32.7416,-89.6787,3087,111,,2976.0,28.0,106.62453729999999,37878.0,596.0,3.5957240039999996,84000028.0,USA,1308.300687,19.30677033,2020-04-14,,
147,Missouri,US,2020-04-14 23:33:31,38.4561,-92.2884,4815,151,,4597.0,29.0,80.99728029,47978.0,1041.0,3.1394858830000003,84000029.0,USA,818.8132141,21.93426043,2020-04-14,,
148,Montana,US,2020-04-14 23:33:31,46.9219,-110.4544,399,7,197.0,392.0,30.0,46.07459465,9234.0,50.0,1.754385965,84000030.0,USA,1066.297762,12.53132832,2020-04-14,,
149,Nebraska,US,2020-04-14 23:33:31,41.1254,-98.2681,897,20,,877.0,31.0,58.80918289,11357.0,,2.229654404,84000031.0,USA,744.5885062000001,,2020-04-14,,
150,Nevada,US,2020-04-14 23:33:31,38.3135,-117.0554,3134,126,,3008.0,32.0,103.8884581,26661.0,,4.020421187,84000032.0,USA,883.7811686000001,,2020-04-14,,
151,New Hampshire,US,2020-04-14 23:33:31,43.4525,-71.5639,922,25,249.0,897.0,33.0,69.41997428,11610.0,152.0,2.7114967460000003,84000033.0,USA,874.1495677000001,16.48590022,2020-04-14,,
152,New Jersey,US,2020-04-14 23:33:31,40.2989,-74.521,68824,2805,,66019.0,34.0,774.8539493,139774.0,8185.0,4.075613158,84000034.0,USA,1573.643437,11.89265373,2020-04-14,,
153,New Mexico,US,2020-04-14 23:33:31,34.8405,-106.2485,1345,31,304.0,1314.0,35.0,80.65807393,31970.0,181.0,2.3048327140000002,84000035.0,USA,1917.203438,13.45724907,2020-04-14,,
154,New York,US,2020-04-14 23:33:31,42.1657,-74.9481,203020,10842,23887.0,192178.0,36.0,1204.0786369999998,499143.0,46201.0,5.340360556,84000036.0,USA,2960.336041,22.75687124,2020-04-14,,
155,North Carolina,US,2020-04-14 23:33:31,35.6301,-79.8064,5113,112,,5001.0,37.0,51.55338215,65039.0,418.0,2.190494817,84000037.0,USA,655.7755568,8.175239585,2020-04-14,,
156,North Dakota,US,2020-04-14 23:33:31,47.5289,-99.78399999999999,341,8,138.0,333.0,38.0,56.23184008,10916.0,42.0,2.346041056,84000038.0,USA,1800.078494,12.31671554,2020-04-14,,
157,Northern Mariana Islands,US,2020-04-14 23:33:31,15.0979,145.6739,11,2,,9.0,69.0,19.947773100000003,40.0,,18.18181818,580.0,MNP,72.53735674,,2020-04-14,,
158,Ohio,US,2020-04-14 23:33:31,40.3888,-82.7649,7285,431,,6961.0,39.0,65.19680755,67874.0,2156.0,4.447494852,84000039.0,USA,607.4355684,29.59505834,2020-04-14,,
159,Oklahoma,US,2020-04-14 23:33:31,35.5653,-96.9289,2184,108,1060.0,2076.0,40.0,59.71073104,28269.0,488.0,4.945054945,84000040.0,USA,772.8766737999999,22.34432234,2020-04-14,,
160,Oregon,US,2020-04-14 23:33:31,44.571999999999996,-122.0709,1633,55,,1578.0,41.0,40.75292845,32363.0,381.0,3.368034293,84000041.0,USA,807.6466769,23.3312921,2020-04-14,,
161,Pennsylvania,US,2020-04-14 23:33:31,40.5908,-77.2098,25465,691,,24774.0,42.0,202.3039211,139078.0,2317.0,2.713528372,84000042.0,USA,1061.616936,9.098763007999999,2020-04-14,,
162,Puerto Rico,US,2020-04-14 23:33:31,18.2208,-66.5901,923,45,,878.0,72.0,31.46510816,7207.0,,4.875406283999999,630.0,PRI,245.68692799999997,,2020-04-14,,
163,Rhode Island,US,2020-04-14 23:33:31,41.6809,-71.5118,3251,108,135.0,3171.0,44.0,306.88311160000006,22900.0,331.0,2.460781298,84000044.0,USA,2161.6804850000003,10.18148262,2020-04-14,,
164,South Carolina,US,2020-04-14 23:33:31,33.8569,-80.945,3553,97,,3456.0,45.0,70.49638143,33872.0,675.0,2.73008725,84000045.0,USA,672.0668257,18.99802983,2020-04-14,,
165,South Dakota,US,2020-04-14 23:33:31,44.2998,-99.4388,988,6,261.0,982.0,46.0,134.25883149999999,9296.0,45.0,0.607287449,84000046.0,USA,1263.2288429999999,4.55465587,2020-04-14,,
166,Tennessee,US,2020-04-14 23:33:31,35.7478,-86.6923,5827,124,1969.0,5703.0,47.0,88.75952809,78831.0,633.0,2.1280247130000003,84000047.0,USA,1200.789833,10.86322293,2020-04-14,,
167,Texas,US,2020-04-14 23:33:31,31.0545,-97.5635,15088,363,2580.0,14664.0,48.0,65.28730307,146467.0,1409.0,2.279088365,84000048.0,USA,637.2407982999999,9.389577502,2020-04-14,,
168,Utah,US,2020-04-14 23:33:31,40.15,-111.8624,2417,18,218.0,2399.0,49.0,84.33703829999999,46476.0,213.0,0.744724866,84000049.0,USA,1621.699707,8.812577576,2020-04-14,,
169,Vermont,US,2020-04-14 23:33:31,44.0459,-72.7107,752,29,15.0,723.0,50.0,123.15936529999999,10585.0,64.0,3.8563829789999997,84000050.0,USA,1733.566332,8.510638298,2020-04-14,,
170,Virgin Islands,US,2020-04-14 23:33:31,18.3358,-64.8963,51,1,44.0,50.0,78.0,47.54446806,377.0,,1.960784314,850.0,VIR,351.4561659,,2020-04-14,,
171,Virginia,US,2020-04-14 23:33:31,37.7693,-78.17,6182,154,721.0,6028.0,51.0,78.18161354,42763.0,1282.0,2.491103203,84000051.0,USA,540.8088547,20.73762536,2020-04-14,,
172,Washington,US,2020-04-14 23:33:31,47.4009,-121.4905,10799,599,,10269.0,53.0,143.04442350000002,93929.0,387.0,4.907861839,84000053.0,USA,1244.1910970000001,3.5836651539999997,2020-04-14,,
173,West Virginia,US,2020-04-14 23:33:31,38.4912,-80.9545,640,9,147.0,631.0,54.0,48.37497865,17038.0,164.0,1.40625,84000054.0,USA,1287.832635,25.625,2020-04-14,,
174,Wisconsin,US,2020-04-14 23:33:31,44.2685,-89.6165,3555,170,,3385.0,55.0,68.70134742,41552.0,1049.0,4.781997187,84000055.0,USA,803.0037659,29.50773558,2020-04-14,,
175,Wyoming,US,2020-04-14 23:33:31,42.756,-107.3025,282,1,140.0,281.0,56.0,56.71305607,5964.0,43.0,0.354609929,84000056.0,USA,1199.420803,15.24822695,2020-04-14,,
176,Recovered,US,,,,0,0,47763.0,-47763.0,,,,,,84070001.0,USA,,,2020-04-14,,
177,Alabama,US,2020-04-15 22:56:51,32.3182,-86.9023,4307,118,,3957.0,1.0,86.90743260088672,34077.0,525.0,2.8957055214723932,84000001.0,USA,726.7594063166669,12.883435582822086,2020-04-15,,
178,Alaska,US,2020-04-15 22:56:51,61.3707,-152.4044,293,9,106.0,284.0,2.0,49.01722963986556,8664.0,34.0,3.0716723549488054,84000002.0,USA,1449.4378075078337,11.604095563139932,2020-04-15,,
179,American Samoa,US,,-14.271,-170.132,0,0,,,60.0,0.0,3.0,,,16.0,ASM,5.3917075537822825,,2020-04-15,,
180,Arizona,US,2020-04-15 22:56:51,33.7298,-111.4312,3964,142,385.0,3822.0,4.0,54.46014730343274,57662.0,590.0,3.5822401614530777,84000004.0,USA,622.4998169320227,14.883955600403633,2020-04-15,,
181,Arkansas,US,2020-04-15 22:56:51,34.9697,-92.3731,1569,33,489.0,1536.0,5.0,60.601917245358976,21834.0,130.0,2.103250478011472,84000005.0,USA,843.3284009784372,8.2855321861058,2020-04-15,,
182,California,US,2020-04-15 22:56:51,36.1162,-119.6816,26719,866,,25826.0,6.0,68.06156401321954,216486.0,5163.0,3.2264108521322044,84000006.0,USA,552.13878988855,19.347223263134232,2020-04-15,,
183,Colorado,US,2020-04-15 22:56:51,39.0598,-105.3111,7956,328,,7628.0,8.0,140.39637447009457,39580.0,1556.0,4.122674710910005,84000008.0,USA,698.4525517252819,19.55756661639015,2020-04-15,,
184,Connecticut,US,2020-04-15 22:56:51,41.5978,-72.7554,14755,868,,13887.0,9.0,413.85167589593766,50143.0,1908.0,5.882751609623856,84000009.0,USA,1406.4225404574722,12.931209759403592,2020-04-15,,
185,Delaware,US,2020-04-15 22:56:51,39.3185,-75.5071,2014,68,354.0,1968.0,10.0,206.82629466688027,13102.0,208.0,2.284011916583913,84000010.0,USA,1345.5005524952658,10.327706057596822,2020-04-15,,
186,Diamond Princess,US,2020-04-15 22:56:51,,,49,0,0.0,49.0,88888.0,,,,0.0,84088888.0,USA,,,2020-04-15,,
187,District of Columbia,US,2020-04-15 22:56:51,38.8974,-77.0268,2197,72,530.0,2125.0,11.0,311.3004765150216,11525.0,313.0,3.2771961766044617,84000011.0,USA,1633.0168374308716,14.246700045516613,2020-04-15,,
188,Florida,US,2020-04-15 22:56:51,27.7663,-81.6868,22511,596,,21915.0,12.0,106.020900119373,213509.0,3344.0,2.647594509350984,84000012.0,USA,1005.5713368391993,14.854959797432365,2020-04-15,,
189,Georgia,US,2020-04-15 22:56:51,33.0406,-83.6431,14987,552,,14435.0,13.0,147.8096371252204,64090.0,2922.0,3.683192099819844,84000013.0,USA,632.0891201278025,19.496897311002872,2020-04-15,,
190,Grand Princess,US,2020-04-15 22:56:51,,,103,0,0.0,103.0,99999.0,,,,0.0,84099999.0,USA,,,2020-04-15,,
191,Guam,US,2020-04-15 22:56:51,13.4443,144.7937,135,5,73.0,130.0,66.0,82.20229070383428,978.0,9.0,3.703703703703704,316.0,GUM,595.5099282099994,6.666666666666668,2020-04-15,,
192,Hawaii,US,2020-04-15 22:56:51,21.0943,-157.4983,524,9,333.0,515.0,15.0,37.011243224611626,19803.0,45.0,1.717557251908397,84000015.0,USA,1398.7283388873745,8.587786259541986,2020-04-15,,
193,Idaho,US,2020-04-15 22:56:51,44.2405,-114.4788,1473,39,,1434.0,16.0,91.46244916941791,15398.0,141.0,2.6476578411405294,84000016.0,USA,956.1023708830256,9.572301425661914,2020-04-15,,
194,Illinois,US,2020-04-15 22:56:51,40.3495,-88.9861,24593,949,,23644.0,17.0,209.5580024392337,116929.0,4283.0,3.858821615906965,84000017.0,USA,996.3569986263228,17.415524742812995,2020-04-15,,
195,Indiana,US,2020-04-15 22:56:51,39.8494,-86.2583,8960,567,,8524.0,18.0,136.9194409408077,48396.0,,4.866071428571429,84000018.0,USA,739.5483553316217,,2020-04-15,,
196,Iowa,US,2020-04-15 22:56:51,42.0115,-93.2105,1995,53,908.0,1942.0,19.0,76.12432189255367,19869.0,171.0,2.656641604010025,84000019.0,USA,758.1524569840344,8.571428571428571,2020-04-15,,
197,Kansas,US,2020-04-15 22:56:51,38.5266,-96.7265,1504,73,,1433.0,20.0,61.67756412990345,14668.0,342.0,4.720744680851063,84000020.0,USA,601.5202863413722,22.739361702127663,2020-04-15,,
198,Kentucky,US,2020-04-15 22:56:51,37.6681,-84.6701,2210,115,653.0,2095.0,21.0,64.55753405409921,27697.0,687.0,5.203619909502263,84000021.0,USA,809.0724075549257,31.08597285067873,2020-04-15,,
199,Louisiana,US,2020-04-15 22:56:51,31.1695,-91.8678,21951,1103,,20848.0,22.0,477.4794410416974,121928.0,1943.0,5.024828026058039,84000022.0,USA,2652.1850160508443,8.851532959774044,2020-04-15,,
200,Maine,US,2020-04-15 22:56:51,44.6939,-69.3819,770,24,305.0,746.0,23.0,65.58739904225362,14846.0,126.0,3.116883116883117,84000023.0,USA,1264.5591249107754,16.363636363636363,2020-04-15,,
201,Maryland,US,2020-04-15 22:56:51,39.0639,-76.8021,10032,311,607.0,9721.0,24.0,168.79411979974208,55763.0,2231.0,3.100079744816587,84000024.0,USA,938.244268579846,22.238835725677827,2020-04-15,,
202,Massachusetts,US,2020-04-15 22:56:51,42.2302,-71.5301,29918,1108,,28810.0,25.0,435.88277699200967,132023.0,3454.0,3.7034561133765616,84000025.0,USA,1923.475896343876,11.54488936426232,2020-04-15,,
203,Michigan,US,2020-04-15 22:56:51,43.3266,-84.5361,28059,1921,452.0,26138.0,26.0,352.17883590830917,89697.0,3918.0,6.846288178481058,84000026.0,USA,1125.8200593202755,13.963434192237784,2020-04-15,,
204,Minnesota,US,2020-04-15 22:56:51,45.6945,-93.9002,1809,87,940.0,1722.0,27.0,36.571712296060646,40242.0,445.0,4.8092868988391375,84000027.0,USA,813.5538121714055,24.59922609176341,2020-04-15,,
205,Mississippi,US,2020-04-15 22:56:51,32.7416,-89.6787,3360,122,,3238.0,28.0,116.0539180977105,38151.0,645.0,3.6309523809523814,84000028.0,USA,1317.7300682576645,19.196428571428573,2020-04-15,,
206,Missouri,US,2020-04-15 22:56:51,38.4561,-92.2884,4876,154,,4638.0,29.0,81.76526967691198,49012.0,1024.0,3.1934877896055105,84000029.0,USA,836.4599034449616,21.3734084742225,2020-04-15,,
207,Montana,US,2020-04-15 22:56:51,46.9219,-110.4544,404,7,209.0,397.0,30.0,46.651970526116436,9583.0,51.0,1.7326732673267329,84000030.0,USA,1106.5985979004304,12.623762376237625,2020-04-15,,
208,Nebraska,US,2020-04-15 22:56:51,41.1254,-98.2681,901,20,,881.0,31.0,59.071431193911636,11729.0,,2.2197558268590454,84000031.0,USA,768.9775987496,,2020-04-15,,
209,Nevada,US,2020-04-15 22:56:51,38.3135,-117.0554,3211,131,,3080.0,32.0,106.4409186603759,27655.0,,4.07972594207412,84000032.0,USA,916.7311135324496,,2020-04-15,,
210,New Hampshire,US,2020-04-15 22:56:51,43.4525,-71.5639,1139,32,365.0,1107.0,33.0,85.7585148643073,12166.0,178.0,2.809482001755926,84000033.0,USA,916.0123721151558,15.62774363476734,2020-04-15,,
211,New Jersey,US,2020-04-15 22:56:51,40.2989,-74.521,71030,3156,,67874.0,34.0,799.6901665017299,144021.0,8270.0,4.443193017035056,84000034.0,USA,1621.458221452142,11.642967760101365,2020-04-15,,
212,New Mexico,US,2020-04-15 22:56:51,34.8405,-106.2485,1484,36,340.0,1448.0,35.0,88.99374105340044,32850.0,181.0,2.4258760107816717,84000035.0,USA,1969.976006471836,12.196765498652294,2020-04-15,,
213,New York,US,2020-04-15 22:56:51,42.1657,-74.9481,214454,11617,23887.0,202837.0,36.0,1271.8918333849808,526012.0,46201.0,5.417012506178482,84000036.0,USA,3119.6917150647723,21.5435478004607,2020-04-15,,
214,North Carolina,US,2020-04-15 22:56:51,35.6301,-79.8064,5340,130,,5210.0,37.0,53.842178894168356,67827.0,431.0,2.4344569288389515,84000037.0,USA,683.8864172012654,8.071161048689138,2020-04-15,,
215,North Dakota,US,2020-04-15 22:56:51,47.5289,-99.784,365,9,142.0,356.0,38.0,60.189506248165465,11317.0,44.0,2.4657534246575343,84000038.0,USA,1866.2044992068177,12.054794520547945,2020-04-15,,
216,Northern Mariana Islands,US,2020-04-15 22:56:51,15.0979,145.6739,13,2,,11.0,69.0,23.574640940084144,40.0,,15.384615384615385,580.0,MNP,72.53735673872046,,2020-04-15,,
217,Ohio,US,2020-04-15 22:56:51,40.3888,-82.7649,7794,466,,7432.0,39.0,69.75208209159592,71552.0,2237.0,4.6445984090325885,84000039.0,USA,640.3516779340354,28.701565306646142,2020-04-15,,
218,Oklahoma,US,2020-04-15 22:56:51,35.5653,-96.9289,2263,123,1115.0,2140.0,40.0,61.87059722213869,29219.0,510.0,5.435262925320371,84000040.0,USA,798.8497482252188,22.536456031816172,2020-04-15,,
219,Oregon,US,2020-04-15 22:56:51,44.572,-122.0709,1663,58,,1605.0,41.0,41.50160441259632,33351.0,401.0,3.4876728803367407,84000041.0,USA,832.3030720171378,24.113048707155738,2020-04-15,,
220,Pennsylvania,US,2020-04-15 22:56:51,40.5908,-77.2098,26753,779,,25974.0,42.0,212.53629693019985,143470.0,2395.0,2.9118229731245093,84000042.0,USA,1093.0211145234036,8.952267035472659,2020-04-15,,
221,Puerto Rico,US,2020-04-15 22:56:51,18.2208,-66.5901,974,51,,923.0,72.0,33.20370026944769,7799.0,,5.236139630390143,630.0,PRI,265.8682324449923,,2020-04-15,,
222,Rhode Island,US,2020-04-15 22:56:51,41.6809,-71.5118,3251,125,168.0,3171.0,44.0,306.8831116116225,25897.0,331.0,2.460781298062135,84000044.0,USA,2444.586878316268,10.181482620732082,2020-04-15,,
223,South Carolina,US,2020-04-15 22:56:51,33.8569,-80.945,3656,106,,3550.0,45.0,72.54004236132123,34733.0,675.0,2.899343544857768,84000045.0,USA,689.1502438008125,18.462800875273523,2020-04-15,,
224,South Dakota,US,2020-04-15 22:56:51,44.2998,-99.4388,1168,6,329.0,1162.0,46.0,158.7189424535122,9859.0,51.0,0.5136986301369864,84000046.0,USA,1339.7346349736106,4.366438356164384,2020-04-15,,
225,Tennessee,US,2020-04-15 22:56:51,35.7478,-86.6923,5827,124,2196.0,5703.0,47.0,88.75952809238302,80896.0,663.0,2.128024712545049,84000047.0,USA,1232.2448574843688,11.378067616269092,2020-04-15,,
226,Texas,US,2020-04-15 22:56:51,31.0545,-97.5635,16044,406,3150.0,15532.0,48.0,69.20732573487047,151810.0,1538.0,2.3574526937826112,84000048.0,USA,660.4868372295648,9.668699314767084,2020-04-15,,
227,Utah,US,2020-04-15 22:56:51,40.15,-111.8624,2548,20,218.0,2528.0,49.0,88.90805692627958,47614.0,221.0,0.7849293563579278,84000049.0,USA,1661.408250583939,8.673469387755103,2020-04-15,,
228,Vermont,US,2020-04-15 22:56:51,44.0459,-72.7107,759,29,15.0,730.0,50.0,124.30579553252504,11081.0,63.0,3.820816864295125,84000050.0,USA,1814.7991044741896,8.300395256916996,2020-04-15,,
229,Virgin Islands,US,2020-04-15 22:56:51,18.3358,-64.8963,51,1,44.0,50.0,78.0,47.5444680613044,382.0,,1.96078431372549,850.0,VIR,356.1173882238878,,2020-04-15,,
230,Virginia,US,2020-04-15 22:56:51,37.7693,-78.17,6500,195,752.0,6305.0,51.0,82.20324943121675,44169.0,1298.0,3.0,84000051.0,USA,558.5900498657559,19.96923076923077,2020-04-15,,
231,Washington,US,2020-04-15 22:56:51,47.4009,-121.4905,10942,609,,10390.0,53.0,144.9386130267519,122854.0,645.0,5.044781575580332,84000053.0,USA,1627.333975944853,5.894717601900933,2020-04-15,,
232,West Virginia,US,2020-04-15 22:56:51,38.4912,-80.9545,702,10,211.0,692.0,54.0,53.06130470340847,17656.0,164.0,1.4245014245014245,84000054.0,USA,1334.5447234236185,23.361823361823358,2020-04-15,,
233,Wisconsin,US,2020-04-15 22:56:51,44.2685,-89.6165,3721,183,,3538.0,55.0,71.90934282281566,43047.0,1091.0,4.918032786885246,84000055.0,USA,831.8950498505094,29.32007524858909,2020-04-15,,
234,Wyoming,US,2020-04-15 22:56:51,42.756,-107.3025,287,1,129.0,286.0,56.0,57.718606709033864,6329.0,43.0,0.3484320557491289,84000056.0,USA,1272.8259995173355,14.982578397212546,2020-04-15,,
235,Recovered,US,,,,0,0,52096.0,-52096.0,,,,,,84070001.0,USA,,,2020-04-15,,
236,Alabama,US,2020-04-16 23:30:51,32.3182,-86.9023,4465,133,,4212.0,1.0,92.66571647873691,36391.0,553.0,3.0609896432681243,84000001.0,USA,776.1100318475752,12.727272727272727,2020-04-16,,
237,Alaska,US,2020-04-16 23:30:51,61.3707,-152.4044,300,9,110.0,291.0,2.0,50.18828973365075,8735.0,35.0,3.0,84000002.0,USA,1461.3157027447974,11.666666666666664,2020-04-16,,
238,American Samoa,US,,-14.271,-170.132,0,0,,,60.0,0.0,3.0,,,16.0,ASM,5.3917075537822825,,2020-04-16,,
